ID,sentence,reference_Id
Q15_23_023,叔鸞所至，群盜多降，乃外結林邑眞臘諸國兵號三十萬，據州稱帝，都于萬安城。,"[""[[788, 0], [844, 0], [844, 1555], [788, 1555]]"", ""[[718, 0], [788, 0], [788, 1555], [718, 1555]]"", ""[[588, 0], [664, 0], [664, 1555], [588, 1555]]""]"
Q15_23_024,唐遣內侍楊思最討之，帝退兵屯于雄山，以拒唐人，數年病卒，塟于山之南土義月三司，在梁山縣白塘社人立祠祀之。,"[""[[146, 0], [268, 0], [268, 1555], [146, 1555]]"", ""[[719, 0], [848, 0], [848, 1559], [719, 1559]]"", ""[[397, 0], [460, 0], [460, 1559], [397, 1559]]"", ""[[205, 0], [267, 0], [267, 1559], [205, 1559]]"", ""[[838, 0], [912, 0], [912, 1551], [838, 1551]]"", ""[[584, 0], [651, 0], [651, 1551], [584, 1551]]""]"
Q15_25_025,召辰日三府果山王李太祖第八子，字日光，封威明王，嘗知久安。,"[""[[391, 0], [455, 0], [455, 1551], [391, 1551]]"", ""[[717, 0], [782, 0], [782, 1575], [717, 1575]]"", ""[[654, 0], [717, 0], [717, 1575], [654, 1575]]"", ""[[265, 0], [336, 0], [336, 1575], [265, 1575]]""]"
Q15_25_026,州民情信服，占城聞之，願供職貢。,[]
Q15_26_027,而占國適有部蓬背叛，占主使求援於王。,"[""[[197, 0], [265, 0], [265, 1575], [197, 1575]]""]"
Q15_26_028,王率兵直抵施耐海門，軍於三座山下。,"[""[[60, 0], [138, 0], [138, 1575], [60, 1575]]"", ""[[902, 0], [965, 0], [965, 1564], [902, 1564]]""]"
Q15_26_029,占部落聞之，皆詣軍降，願惟占主命。,[]
Q15_26_030,王乃還軍。,[]
Q15_27_031,占人思其德，立祠於三座山下。,"[""[[902, 0], [965, 0], [965, 1564], [902, 1564]]"", ""[[819, 0], [902, 0], [902, 1564], [819, 1564]]""]"
Q15_27_032,解平定後，王移州治於白塘社，病卒，亦多立祠以祀，號三座城隍神之。,"[""[[647, 0], [713, 0], [713, 1564], [647, 1564]]"", ""[[585, 0], [647, 0], [647, 1564], [585, 1564]]"", ""[[263, 0], [333, 0], [333, 1564], [263, 1564]]"", ""[[792, 0], [852, 0], [852, 1560], [792, 1560]]""]"
Q15_28_033,房雁而瓚璠縣香芹社，米祥興年間，師潰於崖山，楊太后與公主三人赴海，忽颶風大作，漂泊於乾海門，顏色如生，土人為之立祠。,"[""[[792, 0], [852, 0], [852, 1560], [792, 1560]]"", ""[[535, 0], [598, 0], [598, 1560], [535, 1560]]"", ""[[277, 0], [346, 0], [346, 1560], [277, 1560]]"", ""[[212, 0], [277, 0], [277, 1560], [212, 1560]]"", ""[[958, 0], [1042, 0], [1042, 1541], [958, 1541]]""]"
Q15_29_034,陳史記興隆十二年，英尊親征占城，舟抵乾海門，夜夢神人曰：“妾赵宋妃子，為賊所逼，困於風濤至此。,"[""[[958, 0], [1042, 0], [1042, 1541], [958, 1541]]"", ""[[830, 0], [891, 0], [891, 1541], [830, 1541]]"", ""[[451, 0], [513, 0], [513, 1541], [451, 1541]]"", ""[[385, 0], [451, 0], [451, 1541], [385, 1541]]""]"
Q15_29_035,” 上帝敕為海神，久災今願贊聖功以殺賊。,[]
Q15_29_036,既覺，巧命致祭啟行，海爲無波，直抵閣槃城，大健司民心民務司院務市務質里司祠宇。,"[""[[329, 0], [385, 0], [385, 1541], [329, 1541]]"", ""[[133, 0], [200, 0], [200, 1541], [133, 1541]]"", ""[[847, 0], [912, 0], [912, 1553], [847, 1553]]"", ""[[655, 0], [723, 0], [723, 1553], [655, 1553]]""]"
Q15_30_037,黎鴻德元年，聖尊親征占城，舟過乾海明市房務浦房民務局務後局，帝舟巳過汴海，忽東風回帆，舟復至祠下，遂命登秩，增建祠宇，因名回舟處爲東回村。,"[""[[588, 0], [655, 0], [655, 1553], [588, 1553]]"", ""[[463, 0], [588, 0], [588, 1553], [463, 1553]]"", ""[[193, 0], [334, 0], [334, 1553], [193, 1553]]"", ""[[784, 0], [912, 0], [912, 1565], [784, 1565]]"", ""[[524, 0], [592, 0], [592, 1565], [524, 1565]]""]"
Q15_31_038,此後屢著靈應，遞年臘月有競舟會，觀者用特民房市司局司司司司房司公主司，在東城縣高舍社盛美村，又在興三元元縣羅黃社，事蹟詳南定省志。,"[""[[460, 0], [524, 0], [524, 1565], [460, 1565]]"", ""[[274, 0], [395, 0], [395, 1565], [274, 1565]]"", ""[[617, 0], [664, 0], [664, 1576], [617, 1576]]"", ""[[468, 0], [539, 0], [539, 1576], [468, 1576]]"", ""[[67, 0], [111, 0], [111, 1576], [67, 1576]]"", ""[[778, 0], [846, 0], [846, 1566], [778, 1566]]"", ""[[717, 0], [778, 0], [778, 1566], [717, 1566]]"", ""[[211, 0], [271, 0], [271, 1566], [211, 1566]]"", ""[[787, 0], [848, 0], [848, 1567], [787, 1567]]"", ""[[719, 0], [787, 0], [787, 1567], [719, 1567]]"", ""[[529, 0], [595, 0], [595, 1567], [529, 1567]]""]"
Q15_34_039,巳申司在東城縣，關中蔡舍二總充王司在三元前同祀，事蹟詳海陽省志卷。,"[""[[271, 0], [335, 0], [335, 1567], [271, 1567]]""]"
Q15_34_040,名川清漳縣良場社，神乃義。,[]
Q15_35_041,郡公月司在興元縣，姓宋諱必勝，詳《人物志》清上。,"[""[[908, 0], [975, 0], [975, 1553], [908, 1553]]"", ""[[847, 0], [908, 0], [908, 1553], [847, 1553]]"", ""[[591, 0], [655, 0], [655, 1553], [591, 1553]]""]"
Q15_35_042,而興福村神乃召徵，王姓黎，諱晉乃人司在南壇縣春塢魁，事蹟詳《清化志》。,"[""[[396, 0], [461, 0], [461, 1553], [396, 1553]]"", ""[[335, 0], [396, 0], [396, 1553], [335, 1553]]"", ""[[148, 0], [211, 0], [211, 1553], [148, 1553]]"", ""[[918, 0], [981, 0], [981, 1564], [918, 1564]]"", ""[[535, 0], [605, 0], [605, 1564], [535, 1564]]""]"
Q15_36_043,言君左前社祀阮景驩謹，,"[""[[405, 0], [470, 0], [470, 1564], [405, 1564]]""]"
Q15_36_044,《人物》蜀雷申司在南壇縣，,[]
Q15_36_045,有別社獨雷山，,"[""[[141, 0], [210, 0], [210, 1564], [141, 1564]]""]"
Q15_37_046,俗志名冒前市傳李辰有范將軍領兵平蠻，,"[""[[910, 0], [965, 0], [965, 1552], [910, 1552]]"", ""[[840, 0], [910, 0], [910, 1552], [840, 1552]]""]"
Q15_37_047,駐兵于此，,"[""[[774, 0], [840, 0], [840, 1552], [774, 1552]]""]"
Q15_37_048,忽聞天上有一雷聲騰空而去，,[]
Q15_37_049,事聞李帝，,"[""[[774, 0], [840, 0], [840, 1552], [774, 1552]]""]"
Q15_37_050,命立祠祀之，,[]
Q15_37_051,稔有靈應，,[]
Q15_37_052,祠號獨雷，,[]
Q15_37_053,因以名山。,"[""[[712, 0], [774, 0], [774, 1552], [712, 1552]]"", ""[[456, 0], [520, 0], [520, 1552], [456, 1552]]""]"
Q15_37_054,草水青幽莫敢剪伐，按驩州風土記，獨雷山草樹參天，剪除有禍。,"[""[[205, 0], [265, 0], [265, 1552], [205, 1552]]""]"
Q15_38_055,二讀非今木年，,"[""[[727, 0], [795, 0], [795, 1561], [727, 1561]]""]"
Q15_38_056,在南壇縣嫩湖社力它半，,"[""[[407, 0], [468, 0], [468, 1561], [407, 1561]]""]"
Q15_38_057,在梁山縣翟木三風景閒寂可愛，,"[""[[407, 0], [468, 0], [468, 1561], [407, 1561]]"", ""[[147, 0], [209, 0], [209, 1561], [147, 1561]]"", ""[[64, 0], [147, 0], [147, 1561], [64, 1561]]"", ""[[962, 0], [1045, 0], [1045, 1549], [962, 1549]]""]"
Q15_39_058,卷同吉佛偈社勃陀山下，,"[""[[771, 0], [836, 0], [836, 1549], [771, 1549]]""]"
Q15_39_059,定羅戶在興元縣義烈社熊山上，,[]
Q15_39_060,寺有庵院安區三，,"[""[[708, 0], [771, 0], [771, 1549], [708, 1549]]"", ""[[581, 0], [647, 0], [647, 1549], [581, 1549]]""]"
Q15_39_061,後有象頭山，,[]
Q15_39_062,前有僊丹溪湧出香水，,[]
Q15_39_063,人謂之安國泉。,"[""[[521, 0], [581, 0], [581, 1549], [521, 1549]]""]"
Q15_39_064,陳朝羅雲戶在宜山阮表珣節此，詳《河靜省志》。,"[""[[328, 0], [391, 0], [391, 1549], [328, 1549]]"", ""[[901, 0], [964, 0], [964, 1549], [901, 1549]]"", ""[[778, 0], [839, 0], [839, 1549], [778, 1549]]"", ""[[525, 0], [586, 0], [586, 1549], [525, 1549]]""]"
Q15_40_065,雪虛祿縣安場社唐高駢所建，前瞰多日，今在宜祿縣理進勝國汗丁曹尋在梁山縣西二十里藍江北岸，昔黎曰昌屬太祖與明將戰于此，舊有屯，今罷。,"[""[[457, 0], [525, 0], [525, 1549], [457, 1549]]"", ""[[391, 0], [457, 0], [457, 1549], [391, 1549]]"", ""[[138, 0], [205, 0], [205, 1549], [138, 1549]]"", ""[[56, 0], [138, 0], [138, 1549], [56, 1549]]"", ""[[896, 0], [962, 0], [962, 1541], [896, 1541]]"", ""[[644, 0], [705, 0], [705, 1541], [644, 1541]]""]"
Q15_41_066,一主與元縣西三十三里藍江北岸，原安國縣在宜春縣嶇峽關，嗣德四年移設改今名，舊有月日屬在衆山縣西二十六里，舊屯今罷。,"[""[[512, 0], [578, 0], [578, 1541], [512, 1541]]"", ""[[202, 0], [263, 0], [263, 1541], [202, 1541]]"", ""[[729, 0], [795, 0], [795, 1563], [729, 1563]]"", ""[[664, 0], [729, 0], [729, 1563], [664, 1563]]"", ""[[599, 0], [664, 0], [664, 1563], [599, 1563]]"", ""[[339, 0], [406, 0], [406, 1563], [339, 1563]]"", ""[[897, 0], [963, 0], [963, 1544], [897, 1544]]"", ""[[580, 0], [643, 0], [643, 1544], [580, 1544]]""]"
Q15_43_067,良日閣有駐守兵五十，嗣德三年省交所易在清漳縣藍江南岸對岸，有在巡防長場屬沙南市西。,"[""[[452, 0], [515, 0], [515, 1544], [452, 1544]]"", ""[[203, 0], [259, 0], [259, 1544], [203, 1544]]"", ""[[138, 0], [203, 0], [203, 1544], [138, 1544]]"", ""[[717, 0], [784, 0], [784, 1542], [717, 1542]]"", ""[[398, 0], [457, 0], [457, 1542], [398, 1542]]"", ""[[62, 0], [140, 0], [140, 1542], [62, 1542]]"", ""[[976, 0], [1063, 0], [1063, 1565], [976, 1565]]"", ""[[847, 0], [911, 0], [911, 1565], [847, 1565]]"", ""[[528, 0], [592, 0], [592, 1565], [528, 1565]]""]"
Q15_45_068,溯山源，東達海口，北通演州，水陸奏集久安。,"[""[[465, 0], [528, 0], [528, 1565], [465, 1565]]""]"
Q15_46_069,在琼瑠縣之一都會處，舊有屯，今罷。,"[""[[905, 0], [969, 0], [969, 1569], [905, 1569]]""]"
Q15_46_070,方前北二十九里，夾清化省界，率隊一去千丞，在祈山縣界，弁兵五十駐防，今罷。,"[""[[844, 0], [905, 0], [905, 1569], [844, 1569]]"", ""[[525, 0], [592, 0], [592, 1569], [525, 1569]]"", ""[[270, 0], [332, 0], [332, 1569], [270, 1569]]"", ""[[140, 0], [202, 0], [202, 1569], [140, 1569]]"", ""[[769, 0], [831, 0], [831, 1557], [769, 1557]]"", ""[[515, 0], [580, 0], [580, 1557], [515, 1557]]""]"
Q15_47_071,主寸宮隸兵更守，今罷。,"[""[[264, 0], [328, 0], [328, 1557], [264, 1557]]"", ""[[141, 0], [203, 0], [203, 1557], [141, 1557]]""]"
Q15_48_072,其寺在宜祿縣南安會充巨在宜祿縣鹿鹿下勇社，今廢。,"[""[[915, 0], [981, 0], [981, 1573], [915, 1573]]"", ""[[794, 0], [856, 0], [856, 1573], [794, 1573]]""]"
Q15_48_073,下省義下東會統社事氏在宜祿縣東南二十七里，,"[""[[537, 0], [597, 0], [597, 1573], [537, 1573]]"", ""[[280, 0], [342, 0], [342, 1573], [280, 1573]]""]"
Q15_48_074,南岸為宜落春縣界，,[]
Q15_49_075,廣三十五丈，,"[""[[977, 0], [1061, 0], [1061, 1564], [977, 1564]]"", ""[[911, 0], [977, 0], [977, 1564], [911, 1564]]""]"
Q15_49_076,潮深七尺三寸，,[]
Q15_49_077,汐深五尺三寸，,[]
Q15_49_078,離岸數里有雙魚島，,"[""[[845, 0], [911, 0], [911, 1564], [845, 1564]]""]"
Q15_49_079,魚島外有瓊崖島，,[]
Q15_49_080,海口暗沙屈曲，,[]
Q15_49_081,商船出八最爲艱阻，,"[""[[526, 0], [592, 0], [592, 1564], [526, 1564]]"", ""[[466, 0], [526, 0], [526, 1564], [466, 1564]]"", ""[[399, 0], [466, 0], [466, 1564], [399, 1564]]""]"
Q15_49_082,汛守在祿州社設守禦協守各一，,"[""[[339, 0], [399, 0], [399, 1564], [339, 1564]]"", ""[[909, 0], [975, 0], [975, 1571], [909, 1571]]"", ""[[595, 0], [660, 0], [660, 1571], [595, 1571]]"", ""[[531, 0], [595, 0], [595, 1571], [531, 1571]]""]"
Q15_50_083,汛兵三十名。,"[""[[341, 0], [405, 0], [405, 1571], [341, 1571]]""]"
Q15_50_084,同慶初年裁省按會海，古名丹哈，又名丹涯。,"[""[[144, 0], [211, 0], [211, 1571], [144, 1571]]"", ""[[847, 0], [914, 0], [914, 1554], [847, 1554]]""]"
Q15_51_085,黎聖宗南巡海口，詩有雲：「祥海晏然妖蜃息，心機忘處渚鷗眠，希奇三座清幽景，斷續雙魚紫翠巔」。,"[""[[593, 0], [660, 0], [660, 1554], [593, 1554]]"", ""[[337, 0], [405, 0], [405, 1554], [337, 1554]]""]"
Q15_51_086,本朝初，我兵進攻久安水師副將阮久喬擊破鄭兵於丹涯海，日即此海口，古有王勃祠，廢已久。,"[""[[337, 0], [405, 0], [405, 1554], [337, 1554]]"", ""[[904, 0], [965, 0], [965, 1562], [904, 1562]]"", ""[[783, 0], [843, 0], [843, 1562], [783, 1562]]""]"
Q15_52_087,裴楊躔父安風土記以為陳朝段汝諧攻哀牢兵敗溺死，未知是否。,"[""[[586, 0], [655, 0], [655, 1562], [586, 1562]]""]"
Q15_52_088,水經注林邑寇今在宜祿縣東九德道由會浦，即此令定河，北十三里與與元縣分界處，廣三十丈，受禁江之八，潮深六尺五寸，汐深二尺五寸，舊有汛守。,"[""[[396, 0], [461, 0], [461, 1562], [396, 1562]]"", ""[[139, 0], [199, 0], [199, 1562], [139, 1562]]"", ""[[970, 0], [1051, 0], [1051, 1580], [970, 1580]]"", ""[[585, 0], [653, 0], [653, 1580], [585, 1580]]"", ""[[394, 0], [457, 0], [457, 1580], [394, 1580]]"", ""[[266, 0], [330, 0], [330, 1580], [266, 1580]]""]"
Q15_54_089,嗣德三年省交所在年氏在興元縣東北三十五民巡方下臣房河里與東城縣分界處，受。,"[""[[794, 0], [855, 0], [855, 1588], [794, 1588]]"", ""[[596, 0], [664, 0], [664, 1588], [596, 1588]]"", ""[[403, 0], [467, 0], [467, 1588], [403, 1588]]"", ""[[339, 0], [403, 0], [403, 1588], [339, 1588]]"", ""[[275, 0], [339, 0], [339, 1588], [275, 1588]]"", ""[[967, 0], [1050, 0], [1050, 1569], [967, 1569]]"", ""[[842, 0], [907, 0], [907, 1569], [842, 1569]]"", ""[[589, 0], [644, 0], [644, 1569], [589, 1569]]"", ""[[522, 0], [589, 0], [589, 1569], [522, 1569]]"", ""[[458, 0], [522, 0], [522, 1569], [458, 1569]]""]"
Q15_55_090,羅、黃、江、涌、溪之水，溪上鐵港水涸，沙擁港行艱苦。,"[""[[138, 0], [207, 0], [207, 1569], [138, 1569]]""]"
Q15_56_091,常出萬海八賢海，然後利濟，謂之傳門泛。,"[""[[847, 0], [907, 0], [907, 1570], [847, 1570]]"", ""[[530, 0], [588, 0], [588, 1570], [530, 1570]]""]"
Q15_56_092,今萬房氏在東城縣東四里，廣二十丈，愛塞注滋馮江之八潮，深六尺五寸，沙深二尺五寸。,"[""[[269, 0], [334, 0], [334, 1570], [269, 1570]]"", ""[[202, 0], [269, 0], [269, 1570], [202, 1570]]"", ""[[777, 0], [837, 0], [837, 1559], [777, 1559]]"", ""[[458, 0], [523, 0], [523, 1559], [458, 1559]]""]"
Q15_57_093,江源主事在瓊瑠縣東十二里，淺近潮漲甚遠，亡汝與安城縣分界處。,"[""[[207, 0], [273, 0], [273, 1559], [207, 1559]]"", ""[[787, 0], [845, 0], [845, 1568], [787, 1568]]"", ""[[721, 0], [787, 0], [787, 1568], [721, 1568]]"", ""[[403, 0], [462, 0], [462, 1568], [403, 1568]]"", ""[[146, 0], [207, 0], [207, 1568], [146, 1568]]"", ""[[61, 0], [146, 0], [146, 1568], [61, 1568]]"", ""[[969, 0], [1045, 0], [1045, 1568], [969, 1568]]""]"
Q15_59_094,愛憂江之入海口甚狹，建山山尋義在瓊瑠縣石腳，橫欄舟船出入不便。,"[""[[649, 0], [715, 0], [715, 1568], [649, 1568]]"", ""[[524, 0], [589, 0], [589, 1568], [524, 1568]]"", ""[[397, 0], [462, 0], [462, 1568], [397, 1568]]"", ""[[336, 0], [397, 0], [397, 1568], [336, 1568]]"", ""[[918, 0], [983, 0], [983, 1575], [918, 1575]]"", ""[[735, 0], [797, 0], [797, 1575], [735, 1575]]""]"
Q15_60_095,木彥分東北三十二里，,"[""[[735, 0], [797, 0], [797, 1575], [735, 1575]]"", ""[[472, 0], [537, 0], [537, 1575], [472, 1575]]""]"
Q15_60_096,愛黃梅玉底江之水，,[]
Q15_60_097,廣三十七丈，,"[""[[212, 0], [277, 0], [277, 1575], [212, 1575]]""]"
Q15_60_098,潮深九尺，,[]
Q15_60_099,夕深五尺，,[]
Q15_60_100,有龍嶼峙立其間，,"[""[[67, 0], [146, 0], [146, 1575], [67, 1575]]"", ""[[910, 0], [973, 0], [973, 1574], [910, 1574]]""]"
Q15_60_101,水落石磚有聲，,[]
Q15_61_102,俗乎在瓊瑠縣東北三十里，,"[""[[717, 0], [784, 0], [784, 1574], [717, 1574]]"", ""[[462, 0], [528, 0], [528, 1574], [462, 1574]]""]"
Q15_61_103,受黃謂水鼓吉海牙梅江之八廣十丈，,"[""[[211, 0], [272, 0], [272, 1574], [211, 1574]]"", ""[[658, 0], [719, 0], [719, 1584], [658, 1584]]"", ""[[530, 0], [593, 0], [593, 1584], [530, 1584]]""]"
Q15_61_104,潮深七尺，,[]
Q15_62_105,汐深三尺，,"[""[[208, 0], [272, 0], [272, 1584], [208, 1584]]""]"
Q15_62_106,江源淺近鹹潮逆漲甚遠。,[]
