ID,sentence,reference_Id
Q2_6_011,又引緯書《考靈曜》云：一度二千九百三十二里有奇，廣西之太平府當軫十三度，本國諒山、高平、太原京北、山南上路約當軫之十。,"[""[[571, 0], [638, 0], [638, 1621], [571, 1621]]"", ""[[509, 0], [571, 0], [571, 1621], [509, 1621]]"", ""[[436, 0], [509, 0], [509, 1621], [436, 1621]]"", ""[[375, 0], [436, 0], [436, 1621], [375, 1621]]""]"
Q2_6_012,四度、廣東之廉州府當女六度，本國廣安、海陽、山南下路，約當女之七度。,"[""[[375, 0], [436, 0], [436, 1621], [375, 1621]]"", ""[[309, 0], [375, 0], [375, 1621], [309, 1621]]"", ""[[245, 0], [309, 0], [309, 1621], [245, 1621]]""]"
Q2_6_013,又云：交趾國在雍之東，荊之西，楊之南，於天交為井、鬼、翼、軫、牛十三分野。,"[""[[245, 0], [309, 0], [309, 1621], [245, 1621]]"", ""[[183, 0], [245, 0], [245, 1621], [183, 1621]]"", ""[[118, 0], [183, 0], [183, 1621], [118, 1621]]""]"
Q2_6_014,又鄭懷德《嘉定通志》云：「星經河界六星夾東井，當南北兩河各三星，河南三星日南界，近老人星，主越門。,"[""[[118, 0], [183, 0], [183, 1621], [118, 1621]]"", ""[[945, 0], [1009, 0], [1009, 1643], [945, 1643]]"", ""[[883, 0], [945, 0], [945, 1643], [883, 1643]]""]"
Q2_7_015,欲觀越南之星者，觀南界；觀南界者，觀南斗。,"[""[[883, 0], [945, 0], [945, 1643], [883, 1643]]"", ""[[820, 0], [883, 0], [883, 1643], [820, 1643]]""]"
Q2_7_016,」考南斗六星距西第三星去極一百十九度，主南越，则嘉定近牛之界为南界之南，第一星当南极老人星之次旁丽井分，而井又不得以司之。,"[""[[820, 0], [883, 0], [883, 1643], [820, 1643]]"", ""[[757, 0], [820, 0], [820, 1643], [757, 1643]]"", ""[[689, 0], [757, 0], [757, 1643], [689, 1643]]"", ""[[626, 0], [689, 0], [689, 1643], [626, 1643]]""]"
Q2_7_017,其地虽近于南，而有前进于东之势也。,"[""[[626, 0], [689, 0], [689, 1643], [626, 1643]]"", ""[[559, 0], [626, 0], [626, 1643], [559, 1643]]""]"
Q2_7_018,存参俟考，《前汉书·天文志》：牛女杨州地理志粤地牵牛婺女之分野也。,"[""[[559, 0], [626, 0], [626, 1643], [559, 1643]]"", ""[[489, 0], [559, 0], [559, 1643], [489, 1643]]"", ""[[426, 0], [489, 0], [489, 1643], [426, 1643]]""]"
Q2_7_019,交趾日南乃皆粤地，《隋书·天文志》：牵牛六星，上一星主道路，次二星主关梁，次三星主南越。,"[""[[426, 0], [489, 0], [489, 1643], [426, 1643]]"", ""[[361, 0], [426, 0], [426, 1643], [361, 1643]]"", ""[[294, 0], [361, 0], [361, 1643], [294, 1643]]""]"
Q2_7_020,文外官东欧五星青邱七星皆南方国。,"[""[[294, 0], [361, 0], [361, 1643], [294, 1643]]"", ""[[228, 0], [294, 0], [294, 1643], [228, 1643]]""]"
Q2_7_021,黄鼎曰：东瓯五黑星翼距西南，翼异中国入张七度主南越，青邱七黑星入軫七度，在軫东南主闽广交趾地。,"[""[[228, 0], [294, 0], [294, 1643], [228, 1643]]"", ""[[159, 0], [228, 0], [228, 1643], [159, 1643]]"", ""[[68, 0], [159, 0], [159, 1643], [68, 1643]]""]"
Q2_7_022,地理志安世祖高皇帝建正元年岁在鶗尾，一行之说当有据矣。,"[""[[68, 0], [159, 0], [159, 1643], [68, 1643]]"", ""[[841, 0], [907, 0], [907, 1613], [841, 1613]]"", ""[[774, 0], [841, 0], [841, 1613], [774, 1613]]""]"
Q2_8_023,且以一行之说推之，本国自左畿以北当属鶗尾南圻，前江上直云南当属鶗首之分。,"[""[[774, 0], [841, 0], [841, 1613], [774, 1613]]"", ""[[710, 0], [774, 0], [774, 1613], [710, 1613]]"", ""[[247, 0], [380, 0], [380, 1613], [247, 1613]]"", ""[[126, 0], [189, 0], [189, 1613], [126, 1613]]""]"
Q2_9_024,謹按本國分野說者不一，姑依舊本，且一参考之以俟博洽建置沿革，古爲越裳氏之域，大传云堯辰。,"[""[[749, 0], [817, 0], [817, 1612], [749, 1612]]"", ""[[618, 0], [685, 0], [685, 1612], [618, 1612]]"", ""[[353, 0], [419, 0], [419, 1612], [353, 1612]]"", ""[[62, 0], [155, 0], [155, 1612], [62, 1612]]"", ""[[835, 0], [902, 0], [902, 1612], [835, 1612]]"", ""[[511, 0], [577, 0], [577, 1612], [511, 1612]]"", ""[[380, 0], [444, 0], [444, 1612], [380, 1612]]"", ""[[314, 0], [380, 0], [380, 1612], [314, 1612]]""]"
Q2_11_025,越裳獻大龜，越裳之名始此。,"[""[[629, 0], [757, 0], [757, 1637], [629, 1637]]""]"
Q2_11_026,秦象君，漢為王，青君元年改為日南郡。,"[""[[363, 0], [430, 0], [430, 1637], [363, 1637]]"", ""[[116, 0], [227, 0], [227, 1637], [116, 1637]]"", ""[[909, 0], [1013, 0], [1013, 1615], [909, 1615]]"", ""[[646, 0], [776, 0], [776, 1615], [646, 1615]]"", ""[[132, 0], [256, 0], [256, 1615], [132, 1615]]""]"
Q2_13_027,有五城：曰西捲、此景、朱吾、盧容、象林。,"[""[[617, 0], [750, 0], [750, 1626], [617, 1626]]""]"
Q2_13_028,《水經注》雲：「漢日南郡治西捲縣」，《晋书·地道记》雲：「朱吾县去日南郡治二百里，卢容县去日南郡治三百里」。,"[""[[356, 0], [485, 0], [485, 1626], [356, 1626]]"", ""[[911, 0], [1020, 0], [1020, 1603], [911, 1603]]"", ""[[780, 0], [911, 0], [911, 1603], [780, 1603]]"", ""[[423, 0], [518, 0], [518, 1603], [423, 1603]]"", ""[[482, 0], [614, 0], [614, 1616], [482, 1616]]"", ""[[352, 0], [482, 0], [482, 1616], [352, 1616]]"", ""[[112, 0], [220, 0], [220, 1616], [112, 1616]]"", ""[[435, 0], [502, 0], [502, 1624], [435, 1624]]""]"
Q2_16_029,刘陶云：「自朱吾南行四百里乃至林邑国」。,"[""[[435, 0], [502, 0], [502, 1624], [435, 1624]]"", ""[[369, 0], [435, 0], [435, 1624], [369, 1624]]""]"
Q2_17_030,顾亭林《天下郡国利病书》比景、朱吾皆在占城北境，卢容在朱吾城西。,"[""[[945, 0], [1006, 0], [1006, 1642], [945, 1642]]"", ""[[627, 0], [690, 0], [690, 1642], [627, 1642]]"", ""[[558, 0], [627, 0], [627, 1642], [558, 1642]]""]"
Q2_17_031,今以里数考之：广平至承天二百里上下，广南至平定三百里上下，广南至平定四百里上下。,"[""[[423, 0], [489, 0], [489, 1642], [423, 1642]]"", ""[[162, 0], [229, 0], [229, 1642], [162, 1642]]"", ""[[971, 0], [1066, 0], [1066, 1626], [971, 1626]]"", ""[[907, 0], [971, 0], [971, 1626], [907, 1626]]"", ""[[712, 0], [772, 0], [772, 1626], [712, 1626]]"", ""[[645, 0], [712, 0], [712, 1626], [645, 1626]]"", ""[[449, 0], [515, 0], [515, 1626], [449, 1626]]"", ""[[321, 0], [380, 0], [380, 1626], [321, 1626]]"", ""[[253, 0], [321, 0], [321, 1626], [253, 1626]]"", ""[[128, 0], [191, 0], [191, 1626], [128, 1626]]""]"
Q2_19_032,西卷当在今广平，比景当在今承天，广治朱吾当在今承天及广南之奠磐府，卢容当在今广南升平府。,"[""[[756, 0], [824, 0], [824, 1633], [756, 1633]]"", ""[[428, 0], [486, 0], [486, 1633], [428, 1633]]"", ""[[161, 0], [226, 0], [226, 1633], [161, 1633]]"", ""[[71, 0], [161, 0], [161, 1633], [71, 1633]]"", ""[[974, 0], [1066, 0], [1066, 1616], [974, 1616]]"", ""[[778, 0], [842, 0], [842, 1616], [778, 1616]]""]"
Q2_20_033,以南至广义，象林当在今平定富安，则汉之比景、朱吾在占城为乌里陈，为顺化，而奠磐属化州可知。,"[""[[581, 0], [648, 0], [648, 1616], [581, 1616]]"", ""[[384, 0], [448, 0], [448, 1616], [384, 1616]]"", ""[[130, 0], [194, 0], [194, 1616], [130, 1616]]"", ""[[348, 0], [477, 0], [477, 1626], [348, 1626]]"", ""[[108, 0], [212, 0], [212, 1626], [108, 1626]]"", ""[[915, 0], [1020, 0], [1020, 1597], [915, 1597]]""]"
Q2_22_034,或云中国史官所书本国里路，但据军中记录，本非身履，未可尽信。,"[""[[821, 0], [915, 0], [915, 1597], [821, 1597]]""]"
Q2_22_035,况林邑初建国，在象林县，至唐元和中为张舟所破，遂弃林邑徙于占城。,"[""[[389, 0], [526, 0], [526, 1597], [389, 1597]]""]"
Q2_22_036,今以平定为象林，恐非夫古今疆三域废置不常，南地北书诚难一一追究。,"[""[[136, 0], [262, 0], [262, 1597], [136, 1597]]"", ""[[780, 0], [872, 0], [872, 1597], [780, 1597]]"", ""[[211, 0], [344, 0], [344, 1597], [211, 1597]]"", ""[[373, 0], [511, 0], [511, 1637], [373, 1637]]"", ""[[298, 0], [373, 0], [373, 1637], [298, 1637]]"", ""[[755, 0], [887, 0], [887, 1629], [755, 1629]]""]"
Q2_25_037,但参考众说而以今地证之，则象林、占城前后称三号虽有不同，而同一国同在日南郡五城，即今大岭以北横山以南八九百里界内。,"[""[[219, 0], [363, 0], [363, 1629], [219, 1629]]"", ""[[898, 0], [1012, 0], [1012, 1627], [898, 1627]]"", ""[[767, 0], [898, 0], [898, 1627], [767, 1627]]"", ""[[510, 0], [639, 0], [639, 1627], [510, 1627]]"", ""[[869, 0], [931, 0], [931, 1636], [869, 1636]]"", ""[[743, 0], [869, 0], [869, 1636], [743, 1636]]"", ""[[677, 0], [743, 0], [743, 1636], [677, 1636]]""]"
Q2_27_038,其初建国先据象林，渐次而北解，有五城南界真腊，北界驩州皆其地也。,"[""[[386, 0], [475, 0], [475, 1636], [386, 1636]]""]"
Q2_27_039,后为张舟所破棄，北而南，舟北歸即復出據其地。,"[""[[217, 0], [348, 0], [348, 1636], [217, 1636]]""]"
Q2_28_040,觀後來以麻令、地哩、烏里等州獻于李陳，则前此之所棄者暫焉而已。,"[""[[836, 0], [905, 0], [905, 1617], [836, 1617]]"", ""[[774, 0], [836, 0], [836, 1617], [774, 1617]]"", ""[[644, 0], [774, 0], [774, 1617], [644, 1617]]""]"
Q2_28_041,唐書雲：棄林邑徙占城，此說殊欠分曉。,[]
Q2_28_042,且據古註云：西捲人范文入林邑，又云自朱吾南行四百里乃至林邑，是盧容比景朱吾西捲諸城皆在象林之北，明矣。,"[""[[516, 0], [644, 0], [644, 1617], [516, 1617]]"", ""[[912, 0], [1008, 0], [1008, 1626], [912, 1626]]"", ""[[753, 0], [871, 0], [871, 1626], [753, 1626]]"", ""[[560, 0], [633, 0], [633, 1626], [560, 1626]]"", ""[[900, 0], [1004, 0], [1004, 1637], [900, 1637]]"", ""[[377, 0], [511, 0], [511, 1637], [377, 1637]]"", ""[[554, 0], [620, 0], [620, 1644], [554, 1644]]"", ""[[294, 0], [356, 0], [356, 1644], [294, 1644]]"", ""[[60, 0], [161, 0], [161, 1644], [60, 1644]]""]"
Q2_32_043,盧容、朱吾比景西捲，是今之南義、承天治平等轄，則平富地轄疑即古之象林，不應無所著落。,"[""[[903, 0], [968, 0], [968, 1640], [903, 1640]]"", ""[[839, 0], [903, 0], [903, 1640], [839, 1640]]""]"
Q2_32_044,曰林邑，隋大業元年劉方平林邑，以其地置蕩州，尋改置比景郡，統縣四。,"[""[[516, 0], [577, 0], [577, 1640], [516, 1640]]"", ""[[384, 0], [446, 0], [446, 1640], [384, 1640]]"", ""[[318, 0], [384, 0], [384, 1640], [318, 1640]]""]"
Q2_32_045,西捲隋書大業比景、朱吾壽冷元年劉方平林邑，乃以驩州為日南郡，而分漢日南五城為蕩農沖三州，尋改比景海陰廣平志其八縣詳廣南平定志。,"[""[[255, 0], [318, 0], [318, 1640], [255, 1640]]"", ""[[192, 0], [255, 0], [255, 1640], [192, 1640]]"", ""[[926, 0], [992, 0], [992, 1622], [926, 1622]]"", ""[[869, 0], [926, 0], [926, 1622], [869, 1622]]"", ""[[804, 0], [869, 0], [869, 1622], [804, 1622]]"", ""[[211, 0], [280, 0], [280, 1622], [211, 1622]]"", ""[[146, 0], [211, 0], [211, 1622], [146, 1622]]"", ""[[765, 0], [829, 0], [829, 1605], [765, 1605]]""]"
Q2_34_046,才卷於林邑，唐貞觀二年綏懷林邑，以比景郡置七州，又更名南景州，尋改景州領縣三。,"[""[[634, 0], [699, 0], [699, 1605], [634, 1605]]"", ""[[508, 0], [570, 0], [570, 1605], [508, 1605]]"", ""[[439, 0], [508, 0], [508, 1605], [439, 1605]]""]"
Q2_34_047,比景、朱善友由僑治驩州之南境，至德閒更號其國曰占城，不勞山故名，因所居有占有日南五城之地。,"[""[[311, 0], [375, 0], [375, 1605], [311, 1605]]"", ""[[875, 0], [940, 0], [940, 1633], [875, 1633]]"", ""[[680, 0], [747, 0], [747, 1633], [680, 1633]]""]"
Q2_35_048,其北接驩州壤曰烏里二州。,"[""[[487, 0], [549, 0], [549, 1633], [487, 1633]]"", ""[[355, 0], [417, 0], [417, 1633], [355, 1633]]""]"
Q2_35_049,安南陳英尊興隆十四年取此二州，置順州化州。,"[""[[222, 0], [283, 0], [283, 1633], [222, 1633]]"", ""[[376, 0], [512, 0], [512, 1584], [376, 1584]]"", ""[[124, 0], [250, 0], [250, 1584], [124, 1584]]"", ""[[483, 0], [615, 0], [615, 1602], [483, 1602]]"", ""[[354, 0], [483, 0], [483, 1602], [354, 1602]]""]"
Q2_37_050,越史陳英尊嫁其女玄珍公主于占城主制旻獻烏里二州為納徵物，陳置為順化二州。,"[""[[221, 0], [354, 0], [354, 1602], [221, 1602]]"", ""[[907, 0], [971, 0], [971, 1599], [907, 1599]]"", ""[[129, 0], [252, 0], [252, 1599], [129, 1599]]"", ""[[620, 0], [659, 0], [659, 1605], [620, 1605]]""]"
Q2_39_051,順州今廣治，化州今承天及廣南之府郡國利病書。,"[""[[359, 0], [486, 0], [486, 1605], [359, 1605]]""]"
Q2_39_052,明永樂二年置府一，領州二，順州縣四石。,"[""[[264, 0], [359, 0], [359, 1605], [264, 1605]]"", ""[[771, 0], [899, 0], [899, 1575], [771, 1575]]"", ""[[642, 0], [771, 0], [771, 1575], [642, 1575]]"", ""[[373, 0], [511, 0], [511, 1575], [373, 1575]]""]"
Q2_41_053,蘭巴閬利調安仁化州縣七利蓬士榮乍令茶偈思容蒲荅蒲浪，十七年化川之利蓬思容二縣入士榮縣，乍令蒲苔蒲浪三四縣入本州縣入化州。,"[""[[423, 0], [492, 0], [492, 1609], [423, 1609]]"", ""[[963, 0], [1049, 0], [1049, 1619], [963, 1619]]"", ""[[898, 0], [963, 0], [963, 1619], [898, 1619]]"", ""[[829, 0], [898, 0], [898, 1619], [829, 1619]]"", ""[[701, 0], [769, 0], [769, 1619], [701, 1619]]""]"
Q2_42_054,順州黎初改爲順化路，屬海西道，設路總管知府。,"[""[[375, 0], [442, 0], [442, 1619], [375, 1619]]"", ""[[933, 0], [995, 0], [995, 1621], [933, 1621]]"", ""[[548, 0], [611, 0], [611, 1621], [548, 1621]]""]"
Q2_43_055,光順十年置順化承宣三司（司憲司、都司），承領肇豐新平二府府縣志。,"[""[[283, 0], [350, 0], [350, 1621], [283, 1621]]"", ""[[152, 0], [214, 0], [214, 1621], [152, 1621]]""]"
Q2_43_056,順化承宣黎聖尊天南餘暇所隸肇豐縣六：曰金茶，丹田，海陵，武昌，思榮，奠磐州；二曰沙盆，順平，新平府（詳廣平志）。,"[""[[64, 0], [152, 0], [152, 1621], [64, 1621]]"", ""[[957, 0], [1047, 0], [1047, 1603], [957, 1603]]"", ""[[632, 0], [696, 0], [696, 1603], [632, 1603]]"", ""[[503, 0], [566, 0], [566, 1603], [503, 1603]]"", ""[[181, 0], [240, 0], [240, 1603], [181, 1603]]""]"
Q2_45_057,本朝太祖嘉裕皇帝戊午元年，,"[""[[811, 0], [875, 0], [875, 1640], [811, 1640]]""]"
Q2_45_058,黎正治肇基南服，,"[""[[614, 0], [683, 0], [683, 1640], [614, 1640]]""]"
Q2_45_059,奄有順廣之地，,"[""[[355, 0], [419, 0], [419, 1640], [355, 1640]]"", ""[[950, 0], [1037, 0], [1037, 1579], [950, 1579]]""]"
Q2_46_060,建營愛子登昌縣社名屬今尋改金茶縣為香茶縣，,"[""[[499, 0], [564, 0], [564, 1579], [499, 1579]]"", ""[[435, 0], [499, 0], [499, 1579], [435, 1579]]"", ""[[368, 0], [435, 0], [435, 1579], [368, 1579]]"", ""[[307, 0], [368, 0], [368, 1579], [307, 1579]]"", ""[[181, 0], [239, 0], [239, 1579], [181, 1579]]""]"
Q2_47_061,丹田縣爲廣田縣，,"[""[[932, 0], [996, 0], [996, 1593], [932, 1593]]"", ""[[809, 0], [872, 0], [872, 1593], [809, 1593]]""]"
Q2_47_062,思榮縣爲富榮縣，,"[""[[809, 0], [872, 0], [872, 1593], [809, 1593]]"", ""[[741, 0], [809, 0], [809, 1593], [741, 1593]]"", ""[[547, 0], [614, 0], [614, 1593], [547, 1593]]""]"
Q2_47_063,武昌縣爲登昌縣，,"[""[[414, 0], [480, 0], [480, 1593], [414, 1593]]""]"
Q2_47_064,摘奠磐一縣升爲府，,"[""[[68, 0], [154, 0], [154, 1593], [68, 1593]]"", ""[[827, 0], [891, 0], [891, 1575], [827, 1575]]""]"
Q2_48_065,改隸廣南。,"[""[[757, 0], [827, 0], [827, 1575], [757, 1575]]""]"
Q2_48_066,英尊孝義皇帝丁卯元年，遷于富春，世尊孝武皇帝因之，始稱都城。,"[""[[565, 0], [631, 0], [631, 1575], [565, 1575]]"", ""[[434, 0], [503, 0], [503, 1575], [434, 1575]]""]"
Q2_48_067,睿尊孝定皇帝乙未十年，鄭人侵併稱順化處，丙午冬西山阮文惠北逐鄭人，遂據其地。,"[""[[309, 0], [371, 0], [371, 1575], [309, 1575]]"", ""[[243, 0], [309, 0], [309, 1575], [243, 1575]]"", ""[[184, 0], [243, 0], [243, 1575], [184, 1575]]"", ""[[865, 0], [926, 0], [926, 1583], [865, 1583]]""]"
Q2_49_068,辛酉夏世祖高皇帝克復舊都，摘肇豐府香茶廣田富榮三縣置廣德營，又摘海陵登昌二縣及廣平府之明靈一縣置廣治營，各設留守該簿。,"[""[[865, 0], [926, 0], [926, 1583], [865, 1583]]"", ""[[804, 0], [865, 0], [865, 1583], [804, 1583]]"", ""[[608, 0], [672, 0], [672, 1583], [608, 1583]]"", ""[[541, 0], [608, 0], [608, 1583], [541, 1583]]"", ""[[408, 0], [474, 0], [474, 1583], [408, 1583]]"", ""[[972, 0], [1058, 0], [1058, 1612], [972, 1612]]"", ""[[582, 0], [645, 0], [645, 1612], [582, 1612]]"", ""[[446, 0], [515, 0], [515, 1612], [446, 1612]]"", ""[[938, 0], [1003, 0], [1003, 1628], [938, 1628]]""]"
Q2_51_069,記錄嘉隆五年定爲直隸營，以直隸二字廣德廣治皆冠隸京師。,"[""[[875, 0], [938, 0], [938, 1628], [875, 1628]]"", ""[[752, 0], [814, 0], [814, 1628], [752, 1628]]"", ""[[420, 0], [483, 0], [483, 1628], [420, 1628]]"", ""[[290, 0], [355, 0], [355, 1628], [290, 1628]]"", ""[[957, 0], [1049, 0], [1049, 1619], [957, 1619]]""]"
Q2_52_070,明命三年改廣德爲承天府，省直隸二字，四年改設京城提督府尹府丞，十六年增設。,"[""[[574, 0], [640, 0], [640, 1619], [574, 1619]]"", ""[[443, 0], [510, 0], [510, 1619], [443, 1619]]"", ""[[315, 0], [380, 0], [380, 1619], [315, 1619]]"", ""[[189, 0], [251, 0], [251, 1619], [189, 1619]]"", ""[[810, 0], [873, 0], [873, 1618], [810, 1618]]"", ""[[617, 0], [680, 0], [680, 1618], [617, 1618]]"", ""[[551, 0], [617, 0], [617, 1618], [551, 1618]]"", ""[[151, 0], [221, 0], [221, 1618], [151, 1618]]""]"
Q2_54_071,豐田、香水、富祿三縣，嗣德六年合廣治於承天，置廣治道。,"[""[[828, 0], [895, 0], [895, 1615], [828, 1615]]"", ""[[632, 0], [695, 0], [695, 1615], [632, 1615]]"", ""[[504, 0], [567, 0], [567, 1615], [504, 1615]]"", ""[[244, 0], [307, 0], [307, 1615], [244, 1615]]"", ""[[183, 0], [244, 0], [244, 1615], [183, 1615]]"", ""[[678, 0], [740, 0], [740, 1623], [678, 1623]]"", ""[[351, 0], [412, 0], [412, 1623], [351, 1623]]""]"
Q2_55_072,文書冊籍冠以承天府。,"[""[[351, 0], [412, 0], [412, 1623], [351, 1623]]"", ""[[217, 0], [282, 0], [282, 1623], [217, 1623]]""]"
Q2_55_073,二十九年，廣治復仍舊設省，承天仍舊，今領縣六。,"[""[[217, 0], [282, 0], [282, 1623], [217, 1623]]"", ""[[64, 0], [151, 0], [151, 1623], [64, 1623]]"", ""[[838, 0], [904, 0], [904, 1610], [838, 1610]]"", ""[[580, 0], [642, 0], [642, 1610], [580, 1610]]""]"
Q2_55_074,今零系附郭，,[]
Q2_56_075,西北四里，,"[""[[515, 0], [580, 0], [580, 1610], [515, 1610]]"", ""[[318, 0], [382, 0], [382, 1610], [318, 1610]]""]"
Q2_56_076,東西距八十四里，,"[""[[318, 0], [382, 0], [382, 1610], [318, 1610]]"", ""[[747, 0], [813, 0], [813, 1626], [747, 1626]]"", ""[[552, 0], [620, 0], [620, 1626], [552, 1626]]"", ""[[420, 0], [482, 0], [482, 1626], [420, 1626]]""]"
Q2_57_077,南君亥鳥北距三十二里，,"[""[[353, 0], [420, 0], [420, 1626], [353, 1626]]"", ""[[287, 0], [353, 0], [353, 1626], [287, 1626]]"", ""[[156, 0], [224, 0], [224, 1626], [156, 1626]]"", ""[[834, 0], [901, 0], [901, 1622], [834, 1622]]"", ""[[768, 0], [834, 0], [834, 1622], [768, 1622]]""]"
Q2_57_078,東至海，,[]
Q2_58_079,西至山嵩，,"[""[[706, 0], [768, 0], [768, 1622], [706, 1622]]""]"
Q2_58_080,南至香水香江界，,"[""[[444, 0], [514, 0], [514, 1622], [444, 1622]]"", ""[[254, 0], [317, 0], [317, 1622], [254, 1622]]""]"
Q2_59_081,北至豐田、,"[""[[936, 0], [997, 0], [997, 1630], [936, 1630]]"", ""[[814, 0], [874, 0], [874, 1630], [814, 1630]]""]"
Q2_59_082,廣田二縣界（漢日二南郡之地），,"[""[[749, 0], [814, 0], [814, 1630], [749, 1630]]"", ""[[617, 0], [681, 0], [681, 1630], [617, 1630]]"", ""[[483, 0], [554, 0], [554, 1630], [483, 1630]]""]"
Q2_59_083,占城為里州，,"[""[[421, 0], [483, 0], [483, 1630], [421, 1630]]"", ""[[355, 0], [421, 0], [421, 1630], [355, 1630]]""]"
Q2_59_084,安南陳朝為化州設，,"[""[[155, 0], [225, 0], [225, 1630], [155, 1630]]"", ""[[72, 0], [155, 0], [155, 1630], [72, 1630]]""]"
Q2_59_085,今令蒲荅、,[]
Q2_60_086,蒲浪三縣隸之屬明，,"[""[[838, 0], [904, 0], [904, 1603], [838, 1603]]"", ""[[711, 0], [774, 0], [774, 1603], [711, 1603]]"", ""[[647, 0], [711, 0], [711, 1603], [647, 1603]]""]"
Q2_60_087,三縣併八化州，,"[""[[647, 0], [711, 0], [711, 1603], [647, 1603]]"", ""[[323, 0], [386, 0], [386, 1603], [323, 1603]]""]"
Q2_60_088,黎改金茶縣屬肇豐府，,"[""[[195, 0], [260, 0], [260, 1603], [195, 1603]]""]"
Q2_61_089,本朝初改今縣名。,"[""[[932, 0], [996, 0], [996, 1610], [932, 1610]]""]"
Q2_61_090,明命三年改隸承天，,"[""[[876, 0], [932, 0], [932, 1610], [876, 1610]]""]"
Q2_61_091,十六年柝縣轄三總，,"[""[[548, 0], [614, 0], [614, 1610], [548, 1610]]"", ""[[417, 0], [482, 0], [482, 1610], [417, 1610]]"", ""[[353, 0], [417, 0], [417, 1610], [353, 1610]]""]"
Q2_62_092,地分隸香水、,"[""[[899, 0], [966, 0], [966, 1611], [899, 1611]]"", ""[[639, 0], [704, 0], [704, 1611], [639, 1611]]""]"
Q2_62_093,富禄、,"[""[[442, 0], [511, 0], [511, 1611], [442, 1611]]""]"
Q2_62_094,豐田三縣所轄總六社村坊甲邑，,"[""[[314, 0], [382, 0], [382, 1611], [314, 1611]]"", ""[[249, 0], [314, 0], [314, 1611], [249, 1611]]"", ""[[820, 0], [885, 0], [885, 1637], [820, 1637]]"", ""[[690, 0], [754, 0], [754, 1637], [690, 1637]]""]"
Q2_63_095,書之系在府東南八里，,"[""[[362, 0], [425, 0], [425, 1637], [362, 1637]]"", ""[[293, 0], [362, 0], [362, 1637], [293, 1637]]"", ""[[71, 0], [164, 0], [164, 1637], [71, 1637]]""]"
