ID,sentence,reference_Id
Q14_14_020,明永樂五年初置演州，凡府領千冬茶清芙舊瓊林四縣，又安府領州二縣十六，本府領衙儀丕祿古杜舊支羅眞福土油偈江土黃八縣。,"[""[[444, 0], [513, 0], [513, 1587], [444, 1587]]"", ""[[318, 0], [381, 0], [381, 1587], [318, 1587]]"", ""[[193, 0], [254, 0], [254, 1587], [193, 1587]]"", ""[[130, 0], [193, 0], [193, 1587], [130, 1587]]"", ""[[803, 0], [865, 0], [865, 1589], [803, 1589]]"", ""[[540, 0], [603, 0], [603, 1589], [540, 1589]]"", ""[[411, 0], [473, 0], [473, 1589], [411, 1589]]"", ""[[212, 0], [280, 0], [280, 1589], [212, 1589]]"", ""[[971, 0], [1058, 0], [1058, 1599], [971, 1599]]"", ""[[842, 0], [906, 0], [906, 1599], [842, 1599]]"", ""[[584, 0], [650, 0], [650, 1599], [584, 1599]]"", ""[[520, 0], [584, 0], [584, 1599], [520, 1599]]"", ""[[204, 0], [267, 0], [267, 1599], [204, 1599]]"", ""[[909, 0], [972, 0], [972, 1600], [909, 1600]]"", ""[[847, 0], [909, 0], [909, 1600], [847, 1600]]"", ""[[658, 0], [722, 0], [722, 1600], [658, 1600]]"", ""[[529, 0], [593, 0], [593, 1600], [529, 1600]]"", ""[[459, 0], [529, 0], [529, 1600], [459, 1600]]""]"
Q14_17_021,驩州領石塘東岸路，,"[""[[333, 0], [398, 0], [398, 1600], [333, 1600]]"", ""[[270, 0], [333, 0], [333, 1600], [270, 1600]]""]"
Q14_17_022,平原樂改沙南四縣，,"[""[[139, 0], [205, 0], [205, 1600], [139, 1600]]"", ""[[895, 0], [959, 0], [959, 1597], [895, 1597]]""]"
Q14_18_023,南靖州舊南領河黃盤石河花奇羅四縣，,"[""[[702, 0], [765, 0], [765, 1597], [702, 1597]]"", ""[[510, 0], [573, 0], [573, 1597], [510, 1597]]"", ""[[130, 0], [192, 0], [192, 1597], [130, 1597]]"", ""[[671, 0], [734, 0], [734, 1603], [671, 1603]]""]"
Q14_19_024,十三年改演州府之葵州，,"[""[[470, 0], [540, 0], [540, 1603], [470, 1603]]"", ""[[211, 0], [278, 0], [278, 1603], [211, 1603]]"", ""[[967, 0], [1053, 0], [1053, 1571], [967, 1571]]"", ""[[837, 0], [902, 0], [902, 1571], [837, 1571]]"", ""[[772, 0], [837, 0], [837, 1571], [772, 1571]]""]"
Q14_20_025,乂安府之茶寵玉麻二州併河黃縣入南靖，,"[""[[582, 0], [644, 0], [644, 1571], [582, 1571]]"", ""[[509, 0], [582, 0], [582, 1571], [509, 1571]]"", ""[[133, 0], [197, 0], [197, 1571], [133, 1571]]""]"
Q14_21_026,沙南縣入驩州路，,"[""[[727, 0], [797, 0], [797, 1583], [727, 1583]]"", ""[[667, 0], [727, 0], [727, 1583], [667, 1583]]"", ""[[533, 0], [596, 0], [596, 1583], [533, 1583]]""]"
Q14_21_027,平縣入衙儀縣，,"[""[[462, 0], [533, 0], [533, 1583], [462, 1583]]"", ""[[335, 0], [403, 0], [403, 1583], [335, 1583]]""]"
Q14_21_028,尋革演州府號，,"[""[[335, 0], [403, 0], [403, 1583], [335, 1583]]""]"
Q14_21_029,仍曰演州，,[]
Q14_21_030,以千冬縣併入，,"[""[[272, 0], [335, 0], [335, 1583], [272, 1583]]"", ""[[199, 0], [272, 0], [272, 1583], [199, 1583]]""]"
Q14_21_031,復並芙鬱入瓊林縣。,"[""[[53, 0], [138, 0], [138, 1583], [53, 1583]]""]"
Q14_21_032,十五年以葵州改隸清化府，十七年併支羅土油入衙儀，土黃入古杜，眞福入驩州，偈江入石塘，盤石縣入南靖州，奇驩州茶清入演州，羅入河花東岸入黎。,"[""[[53, 0], [138, 0], [138, 1583], [53, 1583]]"", ""[[977, 0], [1063, 0], [1063, 1614], [977, 1614]]"", ""[[909, 0], [977, 0], [977, 1614], [909, 1614]]"", ""[[848, 0], [909, 0], [909, 1614], [848, 1614]]"", ""[[459, 0], [530, 0], [530, 1614], [459, 1614]]"", ""[[333, 0], [394, 0], [394, 1614], [333, 1614]]"", ""[[267, 0], [333, 0], [333, 1614], [267, 1614]]"", ""[[914, 0], [977, 0], [977, 1597], [914, 1597]]"", ""[[527, 0], [598, 0], [598, 1597], [527, 1597]]"", ""[[336, 0], [402, 0], [402, 1597], [336, 1597]]"", ""[[139, 0], [206, 0], [206, 1597], [139, 1597]]""]"
Q14_24_033,太祖順天元年屬海西道，,"[""[[963, 0], [1045, 0], [1045, 1577], [963, 1577]]""]"
Q14_24_034,聖尊光順七年合驩演爲父安，,"[""[[645, 0], [707, 0], [707, 1577], [645, 1577]]"", ""[[518, 0], [580, 0], [580, 1577], [518, 1577]]"", ""[[262, 0], [326, 0], [326, 1577], [262, 1577]]""]"
Q14_24_035,立承宣領守，,"[""[[262, 0], [326, 0], [326, 1577], [262, 1577]]""]"
Q14_24_036,凡榮二上丘州二天南餘暇集德光府領凡陽二一三少二羅山天祿宜春眞福香山清江六縣，,"[""[[135, 0], [203, 0], [203, 1577], [135, 1577]]"", ""[[917, 0], [979, 0], [979, 1587], [917, 1587]]"", ""[[855, 0], [917, 0], [917, 1587], [855, 1587]]"", ""[[595, 0], [665, 0], [665, 1587], [595, 1587]]"", ""[[466, 0], [535, 0], [535, 1587], [466, 1587]]"", ""[[338, 0], [404, 0], [404, 1587], [338, 1587]]"", ""[[62, 0], [143, 0], [143, 1587], [62, 1587]]"", ""[[755, 0], [821, 0], [821, 1572], [755, 1572]]""]"
Q14_26_037,英都府領南塘興元二縣，,"[""[[566, 0], [628, 0], [628, 1572], [566, 1572]]"", ""[[502, 0], [566, 0], [566, 1572], [502, 1572]]"", ""[[438, 0], [502, 0], [502, 1572], [438, 1572]]""]"
Q14_26_038,演州府領東城瓊瑤二縣，,"[""[[312, 0], [371, 0], [371, 1572], [312, 1572]]"", ""[[185, 0], [246, 0], [246, 1572], [185, 1572]]"", ""[[846, 0], [905, 0], [905, 1575], [846, 1575]]"", ""[[785, 0], [846, 0], [846, 1575], [785, 1575]]""]"
Q14_27_039,河花府領。,"[""[[785, 0], [846, 0], [846, 1575], [785, 1575]]"", ""[[591, 0], [653, 0], [653, 1575], [591, 1575]]""]"
Q14_27_040,石河、,[]
Q14_27_041,奇花二縣、,"[""[[395, 0], [460, 0], [460, 1575], [395, 1575]]"", ""[[202, 0], [267, 0], [267, 1575], [202, 1575]]""]"
Q14_27_042,茶麟府領，,"[""[[135, 0], [202, 0], [202, 1575], [135, 1575]]"", ""[[903, 0], [970, 0], [970, 1568], [903, 1568]]""]"
Q14_27_043,祈山、,[]
Q14_27_044,襄陽、,[]
Q14_27_045,永康、,[]
Q14_28_046,會寧四縣、,"[""[[842, 0], [903, 0], [903, 1568], [842, 1568]]""]"
Q14_28_047,葵州府領，,"[""[[649, 0], [713, 0], [713, 1568], [649, 1568]]"", ""[[585, 0], [649, 0], [649, 1568], [585, 1568]]""]"
Q14_28_048,中山、,"[""[[388, 0], [453, 0], [453, 1568], [388, 1568]]""]"
Q14_28_049,翠雲二縣、,"[""[[137, 0], [203, 0], [203, 1568], [137, 1568]]"", ""[[847, 0], [907, 0], [907, 1568], [847, 1568]]""]"
Q14_29_050,鎮寧府領，,"[""[[654, 0], [718, 0], [718, 1568], [654, 1568]]""]"
Q14_29_051,光榮、,[]
Q14_29_052,景淳、,[]
Q14_29_053,清渭、,[]
Q14_29_054,忠順、,[]
Q14_29_055,明廣、,"[""[[267, 0], [333, 0], [333, 1568], [267, 1568]]""]"
Q14_30_056,金山、,"[""[[633, 0], [764, 0], [764, 1577], [633, 1577]]""]"
Q14_30_057,珠瑤七縣、,[]
Q14_30_058,玉麻府為身文領，,[]
Q14_31_059,鄭臯一州、,"[""[[858, 0], [987, 0], [987, 1582], [858, 1582]]""]"
Q14_31_060,臨安府領，,[]
Q14_31_061,歸一合州（食正曰：,"[""[[729, 0], [777, 0], [777, 1582], [729, 1582]]"", ""[[602, 0], [729, 0], [729, 1582], [602, 1582]]""]"
Q14_31_062,名中都，又曰義安）。,[]
Q14_31_063,鎮交、録見邦本朝嘉隆元年復為父安，鎭守、協鎭、參協各一。,"[""[[212, 0], [341, 0], [341, 1582], [212, 1582]]"", ""[[63, 0], [144, 0], [144, 1582], [63, 1582]]""]"
Q14_32_064,尋以鎭國月口與刀壽良寧玉麻二府畀之。,"[""[[764, 0], [891, 0], [891, 1572], [764, 1572]]"", ""[[256, 0], [381, 0], [381, 1572], [256, 1572]]""]"
Q14_33_065,萬象國長累遣兵從上道圓車月庫衣喜易定，乃以地畀之。,"[""[[365, 0], [452, 0], [452, 1571], [365, 1571]]"", ""[[101, 0], [201, 0], [201, 1571], [101, 1571]]"", ""[[417, 0], [473, 0], [473, 1570], [417, 1570]]""]"
Q14_34_066,官兵討賊，北河明命八年萬象為暹所破，鎭寧、玉麻及樂丸三崗芒虎七蠻咸願內屬，復置鎭寧府。,"[""[[163, 0], [218, 0], [218, 1570], [163, 1570]]"", ""[[106, 0], [207, 0], [207, 1567], [106, 1567]]""]"
Q14_36_067,九年改玉麻府為鎭定府，增置鎭靖、鎭邊、樂邊三府，廢臨安府，改歸合州為歸合汛。,"[""[[645, 0], [775, 0], [775, 1576], [645, 1576]]"", ""[[848, 0], [967, 0], [967, 1586], [848, 1586]]"", ""[[394, 0], [456, 0], [456, 1586], [394, 1586]]"", ""[[266, 0], [330, 0], [330, 1586], [266, 1586]]"", ""[[956, 0], [1041, 0], [1041, 1582], [956, 1582]]"", ""[[892, 0], [956, 0], [956, 1582], [892, 1582]]"", ""[[829, 0], [892, 0], [892, 1582], [829, 1582]]""]"
Q14_38_068,十二年以英山、演州、葵州、襄陽與鎭寧、鎭定、鎭靖、鎭邊、樂邊凡九府為乂安省，析德壽、河花二府別為河靜省，隸父安兼轄，置安靜總督及布政、按察各一。,"[""[[829, 0], [892, 0], [892, 1582], [829, 1582]]"", ""[[577, 0], [635, 0], [635, 1582], [577, 1582]]"", ""[[446, 0], [512, 0], [512, 1582], [446, 1582]]"", ""[[258, 0], [322, 0], [322, 1582], [258, 1582]]"", ""[[718, 0], [783, 0], [783, 1589], [718, 1589]]"", ""[[393, 0], [457, 0], [457, 1589], [393, 1589]]"", ""[[135, 0], [198, 0], [198, 1589], [135, 1589]]"", ""[[961, 0], [1048, 0], [1048, 1580], [961, 1580]]"", ""[[704, 0], [769, 0], [769, 1580], [704, 1580]]"", ""[[577, 0], [641, 0], [641, 1580], [577, 1580]]""]"
Q14_40_069,十三年鎭寧府增設廉縣，十八年演州府增設安城縣，二十一年增設梁山、義棠二縣，義棠隸葵州府，紹梁山隸英山府。,"[""[[577, 0], [641, 0], [641, 1580], [577, 1580]]"", ""[[515, 0], [577, 0], [577, 1580], [515, 1580]]"", ""[[448, 0], [515, 0], [515, 1580], [448, 1580]]"", ""[[382, 0], [448, 0], [448, 1580], [382, 1580]]"", ""[[195, 0], [258, 0], [258, 1580], [195, 1580]]"", ""[[880, 0], [970, 0], [970, 1584], [880, 1584]]"", ""[[110, 0], [200, 0], [200, 1584], [110, 1584]]"", ""[[636, 0], [770, 0], [770, 1571], [636, 1571]]"", ""[[516, 0], [636, 0], [636, 1571], [516, 1571]]"", ""[[136, 0], [252, 0], [252, 1571], [136, 1571]]"", ""[[466, 0], [594, 0], [594, 1582], [466, 1582]]"", ""[[200, 0], [334, 0], [334, 1582], [200, 1582]]""]"
Q14_43_070,治元年以鎭定、鎭靖、樂邊三府改隸河靜，嗣德六年廢河靜省，改河清原河花政一府為河靜道。,"[""[[100, 0], [200, 0], [200, 1582], [100, 1582]]"", ""[[647, 0], [774, 0], [774, 1576], [647, 1576]]"", ""[[519, 0], [647, 0], [647, 1576], [519, 1576]]"", ""[[386, 0], [519, 0], [519, 1576], [386, 1576]]"", ""[[464, 0], [532, 0], [532, 1579], [464, 1579]]"", ""[[399, 0], [464, 0], [464, 1579], [399, 1579]]"", ""[[335, 0], [399, 0], [399, 1579], [335, 1579]]""]"
Q14_43_071,二十八年復析德壽府仍舊為河靜省。,[]
Q14_45_072,成泰十年興元縣改設為府，今領府五縣十四羈縻府五縣十二，與元守在。,"[""[[270, 0], [335, 0], [335, 1579], [270, 1579]]"", ""[[205, 0], [270, 0], [270, 1579], [205, 1579]]"", ""[[781, 0], [849, 0], [849, 1591], [781, 1591]]""]"
Q14_46_073,省城西三里，東西距三十五里，南集方岸，北距六十四里。,"[""[[460, 0], [527, 0], [527, 1591], [460, 1591]]"", ""[[271, 0], [330, 0], [330, 1591], [271, 1591]]"", ""[[849, 0], [912, 0], [912, 1606], [849, 1606]]"", ""[[786, 0], [849, 0], [849, 1606], [786, 1606]]""]"
Q14_47_074,東至海二十六里，西至南壇縣界九里，南至羅山宜春二縣界十里，北至東城縣界五十四里。,"[""[[400, 0], [461, 0], [461, 1606], [400, 1606]]"", ""[[333, 0], [400, 0], [400, 1606], [333, 1606]]"", ""[[961, 0], [1051, 0], [1051, 1585], [961, 1585]]"", ""[[770, 0], [832, 0], [832, 1585], [770, 1585]]"", ""[[517, 0], [579, 0], [579, 1585], [517, 1585]]"", ""[[259, 0], [324, 0], [324, 1585], [259, 1585]]"", ""[[134, 0], [198, 0], [198, 1585], [134, 1585]]"", ""[[845, 0], [906, 0], [906, 1616], [845, 1616]]"", ""[[656, 0], [719, 0], [719, 1616], [656, 1616]]"", ""[[590, 0], [656, 0], [656, 1616], [590, 1616]]""]"
Q14_49_075,漢咸驩縣地，黎初置縣，一曰興元，一曰眞福，隸英都德光二府，本朝因之。,"[""[[396, 0], [459, 0], [459, 1616], [396, 1616]]"", ""[[203, 0], [269, 0], [269, 1616], [203, 1616]]""]"
Q14_49_076,嘉隆明命年間，均隸英山府統轄。,"[""[[203, 0], [269, 0], [269, 1616], [203, 1616]]""]"
Q14_49_077,成泰十年，以興元縣眞亡系府兼理東三有房民局。,"[""[[137, 0], [203, 0], [203, 1616], [137, 1616]]"", ""[[903, 0], [967, 0], [967, 1578], [903, 1578]]"", ""[[838, 0], [903, 0], [903, 1578], [838, 1578]]""]"
Q14_50_078,局務房務里，南北距六十四里，東至宜祿縣界，西至南壇縣界，南至羅山縣界，北至東城縣界。,"[""[[384, 0], [451, 0], [451, 1578], [384, 1578]]"", ""[[915, 0], [981, 0], [981, 1576], [915, 1576]]"", ""[[531, 0], [596, 0], [596, 1576], [531, 1576]]"", ""[[400, 0], [462, 0], [462, 1576], [400, 1576]]"", ""[[140, 0], [206, 0], [206, 1576], [140, 1576]]"", ""[[838, 0], [908, 0], [908, 1571], [838, 1571]]""]"
Q14_52_079,黎初置縣隸英都府，本朝嘉隆因之，改為府兼理。,"[""[[777, 0], [838, 0], [838, 1571], [777, 1571]]""]"
Q14_52_080,十二年改府統轄，成泰十年改曰府，今領。,[]
Q14_52_081,謹按：成泰十年機總七社村一百二十五密院奏准，興元縣改爲府，又十八年父安省荅冊，则興元縣之名無復存者。,"[""[[646, 0], [712, 0], [712, 1571], [646, 1571]]"", ""[[396, 0], [453, 0], [453, 1571], [396, 1571]]"", ""[[41, 0], [139, 0], [139, 1571], [41, 1571]]"", ""[[913, 0], [975, 0], [975, 1593], [913, 1593]]"", ""[[853, 0], [913, 0], [913, 1593], [853, 1593]]"", ""[[725, 0], [791, 0], [791, 1593], [725, 1593]]"", ""[[401, 0], [464, 0], [464, 1593], [401, 1593]]"", ""[[274, 0], [335, 0], [335, 1593], [274, 1593]]""]"
Q14_53_082,然一統志所載，凡他府轄均有兼理統轄之例，前載府名乃統一府之疆界，後載縣名乃分一府之疆界。,"[""[[140, 0], [206, 0], [206, 1593], [140, 1593]]"", ""[[844, 0], [908, 0], [908, 1581], [844, 1581]]"", ""[[780, 0], [844, 0], [844, 1581], [780, 1581]]"", ""[[716, 0], [780, 0], [780, 1581], [716, 1581]]"", ""[[586, 0], [650, 0], [650, 1581], [586, 1581]]"", ""[[331, 0], [394, 0], [394, 1581], [331, 1581]]""]"
Q14_54_083,苟不存興元縣舊名號，則疆界不明，其所領總社之數無所管宜。,"[""[[207, 0], [266, 0], [266, 1581], [207, 1581]]""]"
Q14_54_084,象系府統轄，在府轄故併著之以備稽考。,[]
Q14_54_085,宜希東北，東西距二十四里，南北距四十六里，東至海，西至興元縣界，南至江宜春縣界，北至興元縣界。,[]
Q14_55_086,古新福縣屬明改眞福，黎因之，實貞隸火安府僞西改曰眞祿，隸德壽府，本朝明命七年改隸英山府，成泰元。,"[""[[857, 0], [915, 0], [915, 1585], [857, 1585]]"", ""[[534, 0], [596, 0], [596, 1585], [534, 1585]]"", ""[[403, 0], [462, 0], [462, 1585], [403, 1585]]"", ""[[142, 0], [207, 0], [207, 1585], [142, 1585]]"", ""[[967, 0], [1044, 0], [1044, 1591], [967, 1591]]"", ""[[646, 0], [714, 0], [714, 1591], [646, 1591]]"", ""[[520, 0], [585, 0], [585, 1591], [520, 1591]]""]"
Q14_55_087,年改今名，,[]
Q14_55_088,十年改隸本府，,[]
Q14_56_089,今領總四社村八十一，,"[""[[456, 0], [520, 0], [520, 1591], [456, 1591]]""]"
Q14_56_090,舊有訓導縣學在錦場社，,"[""[[456, 0], [520, 0], [520, 1591], [456, 1591]]""]"
Q14_56_091,走守在省城西一百八里，,"[""[[456, 0], [520, 0], [520, 1591], [456, 1591]]"", ""[[137, 0], [201, 0], [201, 1591], [137, 1591]]""]"
Q14_57_092,東西距今廢步口方一百三十八里，,"[""[[785, 0], [847, 0], [847, 1600], [785, 1600]]"", ""[[589, 0], [657, 0], [657, 1600], [589, 1600]]""]"
Q14_57_093,南北距八十八里，,[]
Q14_57_094,東至興元府界，,[]
Q14_57_095,西至襄陽府界，,[]
Q14_57_096,南至香山縣界，,"[""[[589, 0], [657, 0], [657, 1600], [589, 1600]]""]"
Q14_57_097,北至演葵二府界。,"[""[[460, 0], [526, 0], [526, 1600], [460, 1600]]""]"
Q14_57_098,漢咸驩縣地，吳為都交縣，黎為英都府，後避諱改鄭都，本朝嘉隆初復曰英都府，兼理興元統轄。,"[""[[401, 0], [460, 0], [460, 1600], [401, 1600]]"", ""[[270, 0], [334, 0], [334, 1600], [270, 1600]]"", ""[[888, 0], [953, 0], [953, 1587], [888, 1587]]""]"
Q14_57_099,南壇十二年改兼理南壇統轄，,[]
Q14_58_100,興元明命三年改今民居民後司房堂康品房園，,"[""[[761, 0], [825, 0], [825, 1587], [761, 1587]]"", ""[[701, 0], [761, 0], [761, 1587], [701, 1587]]""]"
Q14_58_101,十一年增置梁山縣並隸統轄，,"[""[[637, 0], [701, 0], [701, 1587], [637, 1587]]"", ""[[572, 0], [637, 0], [637, 1587], [572, 1587]]""]"
Q14_58_102,嗣德三年改兼理梁山南壇二縣，,"[""[[507, 0], [572, 0], [572, 1587], [507, 1587]]"", ""[[322, 0], [384, 0], [384, 1587], [322, 1587]]""]"
Q14_59_103,成泰十年改南壇縣為統轄，,"[""[[848, 0], [907, 0], [907, 1593], [848, 1593]]"", ""[[463, 0], [526, 0], [526, 1593], [463, 1593]]"", ""[[267, 0], [334, 0], [334, 1593], [267, 1593]]""]"
Q14_59_104,又析興元縣別設為府，,"[""[[64, 0], [138, 0], [138, 1593], [64, 1593]]""]"
Q14_60_105,延才系府兼理竝宜祿縣改隸焉，,"[""[[839, 0], [903, 0], [903, 1617], [839, 1617]]""]"
Q14_60_106,今領縣三身口鼎，,"[""[[454, 0], [519, 0], [519, 1617], [454, 1617]]"", ""[[263, 0], [327, 0], [327, 1617], [263, 1617]]"", ""[[783, 0], [842, 0], [842, 1625], [783, 1625]]"", ""[[457, 0], [523, 0], [523, 1625], [457, 1625]]""]"
Q14_61_107,東西距九十四里，,"[""[[330, 0], [393, 0], [393, 1625], [330, 1625]]""]"
Q14_61_108,南北距三十一里，,"[""[[197, 0], [266, 0], [266, 1625], [197, 1625]]"", ""[[904, 0], [969, 0], [969, 1607], [904, 1607]]""]"
Q14_62_109,東至南壇縣界二市，,"[""[[840, 0], [904, 0], [904, 1607], [840, 1607]]""]"
Q14_62_110,民務務衛院務局院房園界本南壇清漳二縣地，,"[""[[710, 0], [773, 0], [773, 1607], [710, 1607]]""]"
Q14_62_111,明命二十一年析南壇縣之都梁白河純忠朗田四總，,"[""[[459, 0], [521, 0], [521, 1607], [459, 1607]]""]"
Q14_62_112,清漳縣之鄧田總置今縣名隸府統轄，,"[""[[266, 0], [331, 0], [331, 1607], [266, 1607]]"", ""[[791, 0], [848, 0], [848, 1624], [791, 1624]]""]"
Q14_62_113,嗣德三年改為兼理，,[]
Q14_63_114,今領總五社村六十七，,"[""[[791, 0], [848, 0], [848, 1624], [791, 1624]]"", ""[[725, 0], [791, 0], [791, 1624], [725, 1624]]""]"
Q14_63_115,其縣治及縣學舊在都梁，,"[""[[659, 0], [725, 0], [725, 1624], [659, 1624]]""]"
Q14_63_116,每皇系府統轄那在府東，,"[""[[400, 0], [464, 0], [464, 1624], [400, 1624]]""]"
Q14_63_117,東西距社今廢目兵黑八十五里，,"[""[[272, 0], [337, 0], [337, 1624], [272, 1624]]"", ""[[140, 0], [204, 0], [204, 1624], [140, 1624]]"", ""[[781, 0], [844, 0], [844, 1587], [781, 1587]]"", ""[[585, 0], [651, 0], [651, 1587], [585, 1587]]""]"
Q14_63_118,南北距二十八里，,[]
Q14_64_119,東至興元府界，,"[""[[397, 0], [461, 0], [461, 1587], [397, 1587]]""]"
Q14_64_120,西至梁山縣界，,[]
Q14_64_121,南至清漳縣界，,[]
Q14_64_122,北至梁山縣界，,[]
Q14_64_123,吳屬都交縣地，,"[""[[397, 0], [461, 0], [461, 1587], [397, 1587]]""]"
Q14_65_124,唐為驩州地，,"[""[[917, 0], [983, 0], [983, 1597], [917, 1597]]""]"
