ID,sentence,reference_Id
Q7_3_015,嘉隆五年定為直隸營，隸京師。,"[""[[315, 0], [417, 0], [417, 1725], [315, 1725]]""]"
Q7_3_016,明命四年，在上游置向化州，隸甘露道。,"[""[[315, 0], [417, 0], [417, 1725], [315, 1725]]"", ""[[212, 0], [315, 0], [315, 1725], [212, 1725]]""]"
Q7_3_017,八年改為廣治鎭省，直隸二字置鎮守協鎭參協，又設廿露九州。,"[""[[212, 0], [315, 0], [315, 1725], [212, 1725]]"", ""[[1670, 0], [1784, 0], [1784, 1725], [1670, 1725]]"", ""[[1559, 0], [1670, 0], [1670, 1725], [1559, 1725]]""]"
Q7_4_018,十一年起始置肇豐知府，兼理明靈縣，統轄登曰海陵二縣。,"[""[[1559, 0], [1670, 0], [1670, 1725], [1559, 1725]]"", ""[[1485, 0], [1559, 0], [1559, 1725], [1485, 1725]]""]"
Q7_4_019,十二年分轄曰廣治省，置布政按察二司，設巡撫領布政廣治巡撫。,"[""[[1485, 0], [1559, 0], [1559, 1725], [1485, 1725]]"", ""[[1360, 0], [1485, 0], [1485, 1725], [1360, 1725]]""]"
Q7_4_020,隸之初，置平治總督運科學質創園，置知府兼理向化州而統轄九州。,"[""[[1360, 0], [1485, 0], [1485, 1725], [1360, 1725]]"", ""[[1300, 0], [1360, 0], [1360, 1725], [1300, 1725]]"", ""[[1153, 0], [1230, 0], [1230, 1725], [1153, 1725]]""]"
Q7_4_021,十五年又名北直通輯治平，改向化州為向化縣。,"[""[[1153, 0], [1230, 0], [1230, 1725], [1153, 1725]]"", ""[[1048, 0], [1153, 0], [1153, 1725], [1048, 1725]]""]"
Q7_4_022,十七年增限行品商務後濟房店，設地靈一縣。,"[""[[1048, 0], [1153, 0], [1153, 1725], [1048, 1725]]"", ""[[957, 0], [1048, 0], [1048, 1725], [957, 1725]]"", ""[[851, 0], [957, 0], [957, 1725], [851, 1725]]""]"
Q7_4_023,肇豐府改兼理登昌縣，統轄明靈地靈海陵三縣。,"[""[[851, 0], [957, 0], [957, 1725], [851, 1725]]"", ""[[771, 0], [851, 0], [851, 1725], [771, 1725]]""]"
Q7_4_024,嗣德三年改向化縣為成化縣，六年併合廣治於承天廢省設道，改置管道一文書冊籍，冠以承天府省肇豐甘露二府海陵登昌二縣。,"[""[[771, 0], [851, 0], [851, 1725], [771, 1725]]"", ""[[658, 0], [771, 0], [771, 1725], [658, 1725]]"", ""[[542, 0], [658, 0], [658, 1725], [542, 1725]]"", ""[[435, 0], [542, 0], [542, 1725], [435, 1725]]""]"
Q7_4_025,由道兼理明靈地靈成化三縣，並甘露九州，均統於道而隸於承天。,"[""[[435, 0], [542, 0], [542, 1725], [435, 1725]]"", ""[[324, 0], [435, 0], [435, 1725], [324, 1725]]""]"
Q7_4_026,二十九年改道復為省，設治平巡撫印篆兼布政按察使，復設肇豐甘露二府，均兼理登昌成化二縣。,"[""[[206, 0], [324, 0], [324, 1725], [206, 1725]]"", ""[[1692, 0], [1781, 0], [1781, 1725], [1692, 1725]]"", ""[[1583, 0], [1692, 0], [1692, 1725], [1583, 1725]]""]"
Q7_5_027,維新二年復設向化縣，凡領府二縣六羈縻州九，例由撈使座收辦。,"[""[[1583, 0], [1692, 0], [1692, 1725], [1583, 1725]]"", ""[[1472, 0], [1583, 0], [1583, 1725], [1472, 1725]]""]"
Q7_5_028,成泰年間九州税在省東北一里半，東至於海，又夹豐肇豐府田縣界，西至甘露府界，南至豐田縣巴熙丹界，北至廣平省麗水縣界，東西距五。,"[""[[1472, 0], [1583, 0], [1583, 1725], [1472, 1725]]"", ""[[1416, 0], [1472, 0], [1472, 1725], [1416, 1725]]"", ""[[1363, 0], [1416, 0], [1416, 1725], [1363, 1725]]"", ""[[1304, 0], [1363, 0], [1363, 1725], [1304, 1725]]""]"
Q7_5_029,十里零南北距一百二十七里零屬漢日南師之比景縣地占城為烏州陳置為順州屬明隸順化府黎光順十年置順化承宣三司領肇豐府臣彩奠磐本朝初改奠磐為府摘隸廣南嘉隆初摘香茶富榮廣,"[""[[1253, 0], [1304, 0], [1304, 1725], [1253, 1725]]"", ""[[1197, 0], [1253, 0], [1253, 1725], [1197, 1725]]"", ""[[1148, 0], [1197, 0], [1197, 1725], [1148, 1725]]"", ""[[920, 0], [994, 0], [994, 1725], [920, 1725]]"", ""[[818, 0], [872, 0], [872, 1725], [818, 1725]]"", ""[[706, 0], [759, 0], [759, 1725], [706, 1725]]"", ""[[430, 0], [484, 0], [484, 1725], [430, 1725]]"", ""[[1738, 0], [1798, 0], [1798, 1725], [1738, 1725]]"", ""[[1633, 0], [1683, 0], [1683, 1725], [1633, 1725]]"", ""[[1578, 0], [1633, 0], [1633, 1725], [1578, 1725]]"", ""[[1302, 0], [1359, 0], [1359, 1725], [1302, 1725]]"", ""[[1193, 0], [1249, 0], [1249, 1725], [1193, 1725]]"", ""[[1139, 0], [1193, 0], [1193, 1725], [1139, 1725]]"", ""[[922, 0], [990, 0], [990, 1725], [922, 1725]]"", ""[[868, 0], [922, 0], [922, 1725], [868, 1725]]"", ""[[756, 0], [811, 0], [811, 1725], [756, 1725]]"", ""[[700, 0], [756, 0], [756, 1725], [700, 1725]]""]"
Q7_6_030,田三縣置廣德營存海陵登昌二縣及廣平府之明靈縣摘置廣治營肇豐府止領縣三首靈始專隸幹廣治營明命十一年始置知府兼理明靈縣統轄一登昌海陵二縣十七年增設地靈縣改府衙兼理登,"[""[[648, 0], [700, 0], [700, 1725], [648, 1725]]"", ""[[533, 0], [594, 0], [594, 1725], [533, 1725]]"", ""[[481, 0], [533, 0], [533, 1725], [481, 1725]]"", ""[[254, 0], [310, 0], [310, 1725], [254, 1725]]"", ""[[1629, 0], [1687, 0], [1687, 1728], [1629, 1728]]"", ""[[1464, 0], [1522, 0], [1522, 1728], [1464, 1728]]"", ""[[1361, 0], [1414, 0], [1414, 1728], [1361, 1728]]"", ""[[1249, 0], [1304, 0], [1304, 1728], [1249, 1728]]"", ""[[1136, 0], [1194, 0], [1194, 1728], [1136, 1728]]"", ""[[1088, 0], [1136, 0], [1136, 1728], [1088, 1728]]"", ""[[1024, 0], [1088, 0], [1088, 1728], [1024, 1728]]"", ""[[806, 0], [864, 0], [864, 1728], [806, 1728]]"", ""[[476, 0], [530, 0], [530, 1728], [476, 1728]]"", ""[[252, 0], [308, 0], [308, 1728], [252, 1728]]"", ""[[1522, 0], [1578, 0], [1578, 1725], [1522, 1725]]"", ""[[1410, 0], [1469, 0], [1469, 1725], [1410, 1725]]"", ""[[1251, 0], [1305, 0], [1305, 1725], [1251, 1725]]"", ""[[1026, 0], [1088, 0], [1088, 1725], [1026, 1725]]"", ""[[918, 0], [1026, 0], [1026, 1725], [918, 1725]]"", ""[[816, 0], [863, 0], [863, 1725], [816, 1725]]"", ""[[536, 0], [589, 0], [589, 1725], [536, 1725]]"", ""[[370, 0], [422, 0], [422, 1725], [370, 1725]]"", ""[[314, 0], [370, 0], [370, 1725], [314, 1725]]"", ""[[256, 0], [314, 0], [314, 1725], [256, 1725]]""]"
Q7_9_031,昌縣明靈地靈海陵三縣由府統轄嗣德六年裁省所隸府之登昌縣由道兼理二十九年道復為省員系東至海陵縣界復設府衙凡領縣四川縣西至由靈成化二縣界南至成化縣界北至海本占城烏州,"[""[[1629, 0], [1680, 0], [1680, 1722], [1629, 1722]]"", ""[[1574, 0], [1629, 0], [1629, 1722], [1574, 1722]]"", ""[[1465, 0], [1519, 0], [1519, 1722], [1465, 1722]]"", ""[[1410, 0], [1465, 0], [1465, 1722], [1410, 1722]]"", ""[[1301, 0], [1357, 0], [1357, 1722], [1301, 1722]]"", ""[[978, 0], [1086, 0], [1086, 1722], [978, 1722]]"", ""[[920, 0], [978, 0], [978, 1722], [920, 1722]]"", ""[[652, 0], [702, 0], [702, 1722], [652, 1722]]"", ""[[369, 0], [427, 0], [427, 1722], [369, 1722]]"", ""[[257, 0], [315, 0], [315, 1722], [257, 1722]]"", ""[[210, 0], [257, 0], [257, 1722], [210, 1722]]"", ""[[1633, 0], [1685, 0], [1685, 1722], [1633, 1722]]"", ""[[1579, 0], [1633, 0], [1633, 1722], [1579, 1722]]"", ""[[1304, 0], [1365, 0], [1365, 1722], [1304, 1722]]"", ""[[1250, 0], [1304, 0], [1304, 1722], [1250, 1722]]""]"
Q7_10_032,地陳屬順州屬明隸順化府黎初為武昌縣屬肇豐府本朝初啟登昌縣明命十一年肇豐設府衙隸府統轄十七年改爲府兼理原領總五社村一百三十三嗣德五年析縣轄四村坊隸八成化六年以其縣,"[""[[1140, 0], [1195, 0], [1195, 1722], [1140, 1722]]"", ""[[866, 0], [917, 0], [917, 1722], [866, 1722]]"", ""[[814, 0], [866, 0], [866, 1722], [814, 1722]]"", ""[[648, 0], [702, 0], [702, 1722], [648, 1722]]"", ""[[367, 0], [425, 0], [425, 1722], [367, 1722]]"", ""[[312, 0], [367, 0], [367, 1722], [312, 1722]]"", ""[[203, 0], [254, 0], [254, 1722], [203, 1722]]"", ""[[1519, 0], [1576, 0], [1576, 1725], [1519, 1725]]"", ""[[1194, 0], [1252, 0], [1252, 1725], [1194, 1725]]"", ""[[869, 0], [918, 0], [918, 1725], [869, 1725]]"", ""[[595, 0], [648, 0], [648, 1725], [595, 1725]]"", ""[[538, 0], [595, 0], [595, 1725], [538, 1725]]"", ""[[372, 0], [429, 0], [429, 1725], [372, 1725]]"", ""[[1628, 0], [1679, 0], [1679, 1725], [1628, 1725]]"", ""[[1513, 0], [1572, 0], [1572, 1725], [1513, 1725]]""]"
Q7_12_033,歸道兼理五總一百二十九社村二十九年肇豐復年設知府由府兼理建福元年避改今縣名支系在府之南東西距三十八里南北距七區縣十里東至豐田縣界二十四里西至肇豐甘露二府界十四里,"[""[[1409, 0], [1463, 0], [1463, 1725], [1409, 1725]]"", ""[[1354, 0], [1409, 0], [1409, 1725], [1354, 1725]]"", ""[[1301, 0], [1354, 0], [1354, 1725], [1301, 1725]]"", ""[[1228, 0], [1301, 0], [1301, 1725], [1228, 1725]]"", ""[[851, 0], [956, 0], [956, 1725], [851, 1725]]"", ""[[546, 0], [659, 0], [659, 1725], [546, 1725]]"", ""[[1739, 0], [1795, 0], [1795, 1725], [1739, 1725]]"", ""[[1450, 0], [1588, 0], [1588, 1725], [1450, 1725]]"", ""[[878, 0], [954, 0], [954, 1725], [878, 1725]]""]"
Q7_12_034,。,[]
Q7_13_035,南至山崗四十七里，北至海二十三里。,"[""[[627, 0], [772, 0], [772, 1725], [627, 1725]]"", ""[[1693, 0], [1782, 0], [1782, 1725], [1693, 1725]]"", ""[[923, 0], [985, 0], [985, 1725], [923, 1725]]"", ""[[866, 0], [923, 0], [923, 1725], [866, 1725]]""]"
Q7_14_036,屬漢比景縣地，占城為鳥州地，陳屬順州，黎初設，今縣名隸肇豐府，領總四社村六十八。,"[""[[810, 0], [866, 0], [866, 1725], [810, 1725]]"", ""[[698, 0], [753, 0], [753, 1725], [698, 1725]]"", ""[[474, 0], [537, 0], [537, 1725], [474, 1725]]"", ""[[254, 0], [314, 0], [314, 1725], [254, 1725]]"", ""[[141, 0], [254, 0], [254, 1725], [141, 1725]]"", ""[[1730, 0], [1792, 0], [1792, 1725], [1730, 1725]]"", ""[[1406, 0], [1459, 0], [1459, 1725], [1406, 1725]]"", ""[[1246, 0], [1298, 0], [1298, 1725], [1246, 1725]]"", ""[[642, 0], [699, 0], [699, 1725], [642, 1725]]"", ""[[530, 0], [584, 0], [584, 1725], [530, 1725]]""]"
Q7_15_037,嗣德五年，析縣轄三村坊一，改隸甘露府屬轄四總六十五社坊。,"[""[[475, 0], [530, 0], [530, 1725], [475, 1725]]"", ""[[421, 0], [475, 0], [475, 1725], [421, 1725]]"", ""[[362, 0], [421, 0], [421, 1725], [362, 1725]]"", ""[[251, 0], [308, 0], [308, 1725], [251, 1725]]"", ""[[1736, 0], [1789, 0], [1789, 1725], [1736, 1725]]"", ""[[1624, 0], [1682, 0], [1682, 1725], [1624, 1725]]"", ""[[1570, 0], [1624, 0], [1624, 1725], [1570, 1725]]"", ""[[1432, 0], [1516, 0], [1516, 1725], [1432, 1725]]"", ""[[1257, 0], [1371, 0], [1371, 1725], [1257, 1725]]"", ""[[1145, 0], [1226, 0], [1226, 1725], [1145, 1725]]"", ""[[655, 0], [731, 0], [731, 1725], [655, 1725]]""]"
Q7_16_038,六年，省縣員由道兼理。,"[""[[316, 0], [430, 0], [430, 1725], [316, 1725]]"", ""[[1336, 0], [1479, 0], [1479, 1728], [1336, 1728]]""]"
Q7_17_039,二十九年，復設縣衙，隸府統轄之，系在府西北五十五里。,"[""[[1256, 0], [1336, 0], [1336, 1728], [1256, 1728]]"", ""[[1042, 0], [1147, 0], [1147, 1728], [1042, 1728]]"", ""[[875, 0], [951, 0], [951, 1728], [875, 1728]]""]"
Q7_17_040,東西距三十司靈県六里，南北距二十九里。,"[""[[290, 0], [433, 0], [433, 1728], [290, 1728]]"", ""[[1408, 0], [1494, 0], [1494, 1750], [1408, 1750]]"", ""[[1291, 0], [1350, 0], [1350, 1750], [1291, 1750]]"", ""[[681, 0], [759, 0], [759, 1750], [681, 1750]]"", ""[[519, 0], [609, 0], [609, 1750], [519, 1750]]"", ""[[470, 0], [519, 0], [519, 1750], [470, 1750]]""]"
Q7_19_041,東至海，西至甘露府界，南至由靈縣界，北至廣平麗水縣界。,"[""[[1741, 0], [1796, 0], [1796, 1728], [1741, 1728]]"", ""[[1468, 0], [1521, 0], [1521, 1728], [1468, 1728]]""]"
Q7_19_042,漢日南郡之地，占城為麻令州，李朝改明靈州，屬明改南靈州，黎復改明靈縣，隸新平府，本朝初因之。,"[""[[1362, 0], [1417, 0], [1417, 1728], [1362, 1728]]"", ""[[1032, 0], [1103, 0], [1103, 1728], [1032, 1728]]"", ""[[598, 0], [655, 0], [655, 1728], [598, 1728]]"", ""[[541, 0], [598, 0], [598, 1728], [541, 1728]]"", ""[[433, 0], [484, 0], [484, 1728], [433, 1728]]""]"
Q7_19_043,嘉隆初分設營轄摘隸廣治，仍冠以廣平府，設左右知縣各一。,"[""[[433, 0], [484, 0], [484, 1728], [433, 1728]]"", ""[[319, 0], [376, 0], [376, 1728], [319, 1728]]""]"
Q7_19_044,明命三年，改隸肇豐府，八年，改左右知縣為知縣。,"[""[[205, 0], [262, 0], [262, 1728], [205, 1728]]"", ""[[1631, 0], [1680, 0], [1680, 1725], [1631, 1725]]"", ""[[1521, 0], [1572, 0], [1572, 1725], [1521, 1725]]""]"
Q7_20_045,縣丞十一年，以府衙兼理省知縣縣丞。,"[""[[1356, 0], [1410, 0], [1410, 1725], [1356, 1725]]"", ""[[1082, 0], [1137, 0], [1137, 1725], [1082, 1725]]"", ""[[870, 0], [927, 0], [927, 1725], [870, 1725]]""]"
Q7_20_046,十七一年，改府衙兼理順昌，復設知縣。,"[""[[757, 0], [814, 0], [814, 1725], [757, 1725]]"", ""[[705, 0], [757, 0], [757, 1725], [705, 1725]]"", ""[[375, 0], [424, 0], [424, 1725], [375, 1725]]"", ""[[318, 0], [375, 0], [375, 1725], [318, 1725]]"", ""[[1692, 0], [1753, 0], [1753, 1728], [1692, 1728]]"", ""[[1423, 0], [1476, 0], [1476, 1728], [1423, 1728]]""]"
Q7_21_047,舊領總五社村一百四十二，是年，析縣轄三總，改隸新設地靈縣，又增設二總，與舊二總仍隸焉。,"[""[[1363, 0], [1423, 0], [1423, 1728], [1363, 1728]]"", ""[[1304, 0], [1363, 0], [1363, 1728], [1304, 1728]]""]"
Q7_21_048,凡領總四社村七十七。,[]
Q7_21_049,咸宜乙酉年避明，,"[""[[1036, 0], [1094, 0], [1094, 1728], [1036, 1728]]""]"
Q7_21_050,改爲左行安民務安商務民房號務局務明市明濟，,"[""[[926, 0], [996, 0], [996, 1728], [926, 1728]]"", ""[[600, 0], [660, 0], [660, 1728], [600, 1728]]""]"
Q7_21_051,摘廣平麗水縣八社坊，,"[""[[434, 0], [488, 0], [488, 1728], [434, 1728]]"", ""[[1733, 0], [1845, 0], [1845, 1725], [1733, 1725]]""]"
Q7_22_052,改月靈緊，,"[""[[1406, 0], [1459, 0], [1459, 1725], [1406, 1725]]""]"
Q7_22_053,在府北二隸縣轄，,"[""[[1297, 0], [1349, 0], [1349, 1725], [1297, 1725]]"", ""[[1040, 0], [1080, 0], [1080, 1725], [1040, 1725]]"", ""[[693, 0], [772, 0], [772, 1725], [693, 1725]]""]"
Q7_22_054,共社數八十五，,"[""[[478, 0], [541, 0], [541, 1725], [478, 1725]]"", ""[[249, 0], [314, 0], [314, 1725], [249, 1725]]""]"
Q7_23_055,日靈十五里，,"[""[[1486, 0], [1578, 0], [1578, 1728], [1486, 1728]]"", ""[[1305, 0], [1376, 0], [1376, 1728], [1305, 1728]]"", ""[[1254, 0], [1305, 0], [1305, 1728], [1254, 1728]]""]"
Q7_23_056,東西距三十七里，,"[""[[1035, 0], [1095, 0], [1095, 1728], [1035, 1728]]""]"
Q7_23_057,南北距三十三里，,[]
Q7_23_058,東至海，,[]
Q7_23_059,西至甘露府界，,"[""[[599, 0], [658, 0], [658, 1728], [599, 1728]]""]"
Q7_23_060,南至順昌縣界，,"[""[[599, 0], [658, 0], [658, 1728], [599, 1728]]"", ""[[373, 0], [441, 0], [441, 1728], [373, 1728]]""]"
Q7_23_061,北至永靈贍界，,"[""[[318, 0], [373, 0], [373, 1728], [318, 1728]]""]"
Q7_23_062,舊順昌永。,[]
Q7_23_063,靈二縣地，明命十七年析置。,"[""[[207, 0], [264, 0], [264, 1728], [207, 1728]]"", ""[[1740, 0], [1798, 0], [1798, 1725], [1740, 1725]]""]"
Q7_24_064,永靈C市有房務居司、創務民務司、創務業務務制司（司）（司）（司）市。,"[""[[1681, 0], [1740, 0], [1740, 1725], [1681, 1725]]"", ""[[1631, 0], [1681, 0], [1681, 1725], [1631, 1725]]"", ""[[1413, 0], [1470, 0], [1470, 1725], [1413, 1725]]"", ""[[869, 0], [920, 0], [920, 1725], [869, 1725]]""]"
Q7_24_065,後務即司務院，後創司務、創務司，屬轄四總、九十社、村。,"[""[[595, 0], [651, 0], [651, 1725], [595, 1725]]"", ""[[537, 0], [595, 0], [595, 1725], [537, 1725]]""]"
Q7_25_066,六年省縣員由永靈縣兼攝，舊地靈同慶元年十客守在省西南三，復設由靈縣隸府統轄。,"[""[[1623, 0], [1701, 0], [1701, 1725], [1623, 1725]]"", ""[[1357, 0], [1412, 0], [1412, 1725], [1357, 1725]]"", ""[[1138, 0], [1194, 0], [1194, 1725], [1138, 1725]]"", ""[[818, 0], [873, 0], [873, 1725], [818, 1725]]"", ""[[650, 0], [703, 0], [703, 1725], [650, 1725]]"", ""[[597, 0], [650, 0], [650, 1725], [597, 1725]]"", ""[[312, 0], [373, 0], [373, 1725], [312, 1725]]""]"
Q7_26_067,十月十里，東西距一百三十八里，南北距二百二十九里。,"[""[[1676, 0], [1732, 0], [1732, 1725], [1676, 1725]]"", ""[[1623, 0], [1676, 0], [1676, 1725], [1623, 1725]]""]"
Q7_26_068,東至一海陵順昌二縣界二十里，西至那賁州界一百十八里，南至上薕州界二百十里，北至由靈縣界十九里。,"[""[[1569, 0], [1623, 0], [1623, 1725], [1569, 1725]]"", ""[[1514, 0], [1569, 0], [1569, 1725], [1514, 1725]]"", ""[[1294, 0], [1350, 0], [1350, 1725], [1294, 1725]]"", ""[[1080, 0], [1132, 0], [1132, 1725], [1080, 1725]]"", ""[[1021, 0], [1080, 0], [1080, 1725], [1021, 1725]]"", ""[[808, 0], [855, 0], [855, 1725], [808, 1725]]"", ""[[474, 0], [528, 0], [528, 1725], [474, 1725]]""]"
Q7_26_069,古哀牢地黎以前為甘露，冯有沙盆順平二州。,"[""[[420, 0], [474, 0], [474, 1725], [420, 1725]]"", ""[[1742, 0], [1798, 0], [1798, 1728], [1742, 1728]]"", ""[[1640, 0], [1684, 0], [1684, 1728], [1640, 1728]]"", ""[[1363, 0], [1411, 0], [1411, 1728], [1363, 1728]]"", ""[[1230, 0], [1302, 0], [1302, 1728], [1230, 1728]]""]"
Q7_27_070,沙盆州十一莊六十四川，平州十九丹十崗。,"[""[[1230, 0], [1302, 0], [1302, 1728], [1230, 1728]]"", ""[[1033, 0], [1082, 0], [1082, 1728], [1033, 1728]]"", ""[[861, 0], [919, 0], [919, 1728], [861, 1728]]"", ""[[817, 0], [861, 0], [861, 1728], [817, 1728]]"", ""[[362, 0], [435, 0], [435, 1728], [362, 1728]]""]"
Q7_28_071,鴻德年間例有土貢，順平大南一統志卷七。,"[""[[1734, 0], [1792, 0], [1792, 1722], [1734, 1722]]"", ""[[1516, 0], [1570, 0], [1570, 1722], [1516, 1722]]"", ""[[1297, 0], [1354, 0], [1354, 1722], [1297, 1722]]"", ""[[1243, 0], [1297, 0], [1297, 1722], [1243, 1722]]"", ""[[1135, 0], [1189, 0], [1189, 1722], [1135, 1722]]""]"
Q7_28_072,後改靖安，本朝初因之，亦爲貢蠻。,"[""[[911, 0], [978, 0], [978, 1722], [911, 1722]]""]"
Q7_28_073,其部落或爲州或爲總州，則有蠻冊總，則有源異。,"[""[[696, 0], [756, 0], [756, 1722], [696, 1722]]"", ""[[640, 0], [696, 0], [696, 1722], [640, 1722]]"", ""[[586, 0], [640, 0], [640, 1722], [586, 1722]]""]"
Q7_28_074,嘉隆初爲甘露道，設管道協守各一，管理之屬道設該合首合各一，令史十二，承办州事者一，謂之州官；承辦總事者，謂之總官。,"[""[[308, 0], [361, 0], [361, 1722], [308, 1722]]"", ""[[1735, 0], [1788, 0], [1788, 1728], [1735, 1728]]"", ""[[1688, 0], [1735, 0], [1735, 1728], [1688, 1728]]"", ""[[1412, 0], [1464, 0], [1464, 1728], [1412, 1728]]"", ""[[1086, 0], [1138, 0], [1138, 1728], [1086, 1728]]"", ""[[1033, 0], [1086, 0], [1086, 1728], [1033, 1728]]"", ""[[848, 0], [914, 0], [914, 1728], [848, 1728]]"", ""[[586, 0], [644, 0], [644, 1728], [586, 1728]]"", ""[[480, 0], [537, 0], [537, 1728], [480, 1728]]""]"
Q7_29_075,其貢蠻今有名號可考者：,"[""[[158, 0], [257, 0], [257, 1728], [158, 1728]]"", ""[[1691, 0], [1732, 0], [1732, 1722], [1691, 1722]]""]"
Q7_30_076,屹嶸一道，沙盆州、那賁、上薕二芒，靖安州、佐邦昌盛尋湓三屹及巴櫂峙俸廊、辰廊、總廊、連廊、散羅蔑阿兒八冊員嶠尋靈烏江古林四源廊下尋羅廊控塔香伴廊錄六族。,"[""[[1628, 0], [1691, 0], [1691, 1722], [1628, 1722]]"", ""[[1353, 0], [1409, 0], [1409, 1722], [1353, 1722]]"", ""[[1244, 0], [1303, 0], [1303, 1722], [1244, 1722]]"", ""[[919, 0], [977, 0], [977, 1722], [919, 1722]]"", ""[[860, 0], [919, 0], [919, 1722], [860, 1722]]"", ""[[646, 0], [703, 0], [703, 1722], [646, 1722]]""]"
Q7_30_077,凡貢蠻稱屹州，税蠻稱伴州。,[]
Q7_30_078,明置向化州，設知州一，以流官爲之。,"[""[[475, 0], [528, 0], [528, 1722], [475, 1722]]"", ""[[1597, 0], [1691, 0], [1691, 1728], [1597, 1728]]""]"
Q7_31_079,穀甘屬道八年，各丹嗟。,"[""[[1597, 0], [1691, 0], [1691, 1728], [1597, 1728]]"", ""[[1025, 0], [1164, 0], [1164, 1728], [1025, 1728]]""]"
